year,event_id,event_name,player_id,top20,model_p,model_p_rn,open_am,close_am,fair_open,fair_close,edge,ev,clv_pct
2023,10,The Honda Classic,17511,1,0.117117117117117,0.0919121356704691,190,230,0.26965129021112,0.233806111118498,-0.177739154540651,-0.337704393627238,-0.121212121212121
2023,10,The Honda Classic,17543,0,0.295508274231679,0.231911417062695,450,450,0.142179771202227,0.140283666671099,0.0897316458604677,0.403792406372105,0
2023,10,The Honda Classic,17550,0,0.173361522198732,0.136052083082226,320,350,0.186187795621964,0.171457814820232,-0.0501357125397377,-0.160434280127161,-0.0666666666666667
2023,10,The Honda Classic,17639,0,0.173361522198732,0.136052083082226,1000,850,0.0710898856011136,0.0812168596516888,0.0649621974811128,0.649621974811128,0.157894736842105
2023,10,The Honda Classic,17780,0,0.106140350877193,0.0832976986632976,175,175,0.284359542404454,0.280567333342198,-0.201061843741157,-0.351858226547024,0
2023,10,The Honda Classic,17786,0,0.173361522198732,0.136052083082226,200,220,0.26066291387075,0.241112552090951,-0.124610830788523,-0.249221661577047,-0.0625
2023,10,The Honda Classic,18103,0,0.173361522198732,0.136052083082226,225,200,0.240611920496077,0.257186722230348,-0.10455983741385,-0.235259634181163,0.0833333333333333
2023,10,The Honda Classic,18187,1,0.13265306122449,0.104104561830838,700,450,0.0977485927015312,0.140283666671099,0.00635596912930633,0.0444917839051443,0.454545454545455
2023,10,The Honda Classic,18424,0,0.173361522198732,0.136052083082226,900,1000,0.0781988741612249,0.0701418333355494,0.0578532089210014,0.520678880289013,-0.0909090909090909
2023,10,The Honda Classic,18554,0,0.173361522198732,0.136052083082226,260,250,0.217219094892292,0.220445761911727,-0.0811670118100651,-0.211034230706169,0.0285714285714287
2023,10,The Honda Classic,18579,0,0.173361522198732,0.136052083082226,850,550,0.0823146043802368,0.118701564106314,0.0537374787019896,0.456768568966912,0.461538461538462
2023,10,The Honda Classic,18635,0,0.208459214501511,0.163596339089036,250,220,0.223425354746357,0.241112552090951,-0.0598290156573207,-0.149572539143302,0.09375
2023,10,The Honda Classic,19208,0,0.159217877094972,0.12495231679997,700,800,0.0977485927015312,0.0857289074101159,0.0272037240984384,0.190426068689069,-0.111111111111111
2023,10,The Honda Classic,19364,0,0.106140350877193,0.0832976986632976,1100,900,0.0651657284676874,0.0771560166691044,0.0181319701956102,0.199451672151712,0.2
2023,10,The Honda Classic,19395,0,0.159217877094972,0.12495231679997,1000,1000,0.0710898856011136,0.0701418333355494,0.053862431198856,0.538624311988559,0
2023,10,The Honda Classic,19430,0,0.295508274231679,0.231911417062695,1200,1200,0.0601529801240192,0.0593507820531572,0.171758436938676,2.06110124326411,0
2023,10,The Honda Classic,19477,0,0.173361522198732,0.136052083082226,400,320,0.15639774832245,0.183704801593106,-0.0203456652402235,-0.081382660960894,0.19047619047619
2023,10,The Honda Classic,19840,0,0.149659863945578,0.117451300527099,1100,1100,0.0651657284676874,0.0642966805575869,0.0522855720594113,0.575141292653524,0
2023,10,The Honda Classic,19865,0,0.173361522198732,0.136052083082226,240,275,0.229996688709485,0.205749377784278,-0.0939446056272587,-0.225467053505421,-0.0933333333333334
2023,10,The Honda Classic,19870,0,0.295508274231679,0.231911417062695,130,150,0.339995105048804,0.308624066676417,-0.108083687986109,-0.140508794381942,-0.0800000000000001
2023,10,The Honda Classic,19872,0,0.208459214501511,0.163596339089036,280,280,0.205786510950592,0.203042149129222,-0.0421901718615556,-0.118132481212356,0
2023,10,The Honda Classic,19948,1,0.159217877094972,0.12495231679997,330,360,0.18185784688657,0.167730471019792,-0.0569055300866001,-0.18778824928578,-0.0652173913043478
2023,10,The Honda Classic,20519,0,0.159217877094972,0.12495231679997,400,360,0.15639774832245,0.167730471019792,-0.0314454315224803,-0.125781726089921,0.0869565217391306
2023,10,The Honda Classic,20706,0,0.0806451612903226,0.0632893738177548,400,400,0.15639774832245,0.154312033338209,-0.0931083745046951,-0.37243349801878,0
2023,10,The Honda Classic,20722,0,0.295508274231679,0.231911417062695,550,450,0.120305960248038,0.140283666671099,0.111605456814657,0.613830012480611,0.181818181818182
2023,10,The Honda Classic,21235,0,0.208459214501511,0.163596339089036,1200,1200,0.0601529801240192,0.0593507820531572,0.103443358965017,1.24132030758021,0
2023,10,The Honda Classic,21237,1,0.159217877094972,0.12495231679997,400,500,0.15639774832245,0.128593361115174,-0.0314454315224803,-0.125781726089921,-0.166666666666667
2023,10,The Honda Classic,21554,0,0.295508274231679,0.231911417062695,165,170,0.295090091174434,0.285763024700386,-0.0631786741117389,-0.104244812284369,-0.0185185185185186
