event_id,year,market,fair_open,edge,clv_pct,hit,pnl_open
14,2023,win,0.000280003088330949,-0.000280003088330949,0.666222518321119,0,-1
14,2023,win,0.000140029538875366,-0.000140029538875366,0,0,-1
14,2023,win,0.000699588135779923,-0.000199588135779923,0,0,-1
14,2023,win,0.000140029538875366,-0.000140029538875366,0,0,-1
14,2023,win,0.000140029538875366,-0.000140029538875366,0.999600159936026,0,-1
14,2023,win,0.00278999093193507,-0.00178999093193507,-0.284900284900285,0,-1
14,2023,win,0.000140029538875366,-0.000140029538875366,0,0,-1
14,2023,win,0.00986320737909441,-0.00986320737909441,-0.21978021978022,0,-1
14,2023,win,0.000280003088330949,-0.000280003088330949,0,0,-1
14,2023,win,0.00534570781615041,-0.00184570781615041,-0.132450331125828,0,-1
14,2023,win,0.0125051379270661,-0.00875513792706613,0.0980392156862746,0,-1
14,2023,win,0.00693354182094756,0.00106645817905244,-0.0900900900900901,0,-1
14,2023,win,0.00116520419952696,0.00208479580047304,0,0,-1
14,2023,win,0.00278999093193507,0.0112100090680649,0,0,-1
14,2023,win,0.00232653728875649,-0.00207653728875649,-0.142450142450142,0,-1
14,2023,win,0.00232653728875649,0.0199234627112435,-0.142450142450142,0,-1
14,2023,win,0.00630889841365499,-0.000808898413654985,0,0,-1
14,2023,win,0.00534570781615041,0.00590429218384959,-0.348258706467662,0,-1
14,2023,win,0.030447292344161,-0.019947292344161,-0.115384615384615,0,-1
14,2023,win,0.0875359654894629,-0.0655359654894629,0,0,-1
14,2023,win,0.00534570781615041,-0.00184570781615041,-0.132450331125828,0,-1
14,2023,win,0.0034840185269438,-0.0017340185269438,0,0,-1
14,2023,win,0.00386899294981052,-0.000868992949810515,-0.099502487562189,0,-1
14,2023,win,0.0017463534262237,0.0080036465737763,-0.199600798403194,0,-1
14,2023,win,0.030447292344161,-0.022447292344161,0.0952380952380953,0,-1
14,2023,win,0.00463766704579936,0.00111233295420064,-0.248756218905473,0,-1
14,2023,win,0.0137311318414844,0.0197688681585156,-0.0892857142857143,0,-1
14,2023,win,0.00278999093193507,-0.00103999093193507,0,0,-1
14,2023,win,0.00199512172055756,0.00400487827944244,0,0,-1
14,2023,win,0.030447292344161,-0.018697292344161,0,0,-1
14,2023,win,0.00534570781615041,0.0121542921838496,-0.132450331125828,0,-1
14,2023,win,0.0034840185269438,0.0032659814730562,-0.199203187250996,0,-1
14,2023,win,0.00534570781615041,-0.00509570781615041,0,0,-1
14,2023,win,0.00232653728875649,0.00292346271124351,0,0,-1
14,2023,win,0.0170801883881879,0.00241981161181212,-0.196078431372549,0,-1
14,2023,win,0.00630889841365499,0.021941101586345,-0.0826446280991735,0,-1
14,2023,win,0.0114801266215689,0.0305198733784311,0.0892857142857142,0,-1
14,2023,win,0.00463766704579936,0.00336233295420064,0,0,-1
14,2023,win,0.00278999093193507,0.00921000906806493,-0.166112956810631,0,-1
14,2023,win,0.0333470344721763,-0.0245970344721763,-0.192307692307692,0,-1
14,2023,win,0.00278999093193507,-0.00128999093193507,-0.166112956810631,0,-1
14,2023,win,0.00278999093193507,0.0112100090680649,0,0,-1
14,2023,win,0.00534570781615041,-9.57078161504064e-05,0,0,-1
14,2023,win,0.00769546949357916,-0.00719546949357916,0,0,-1
14,2023,win,0.0411933955244531,-0.0214433955244531,-0.105263157894737,0,-1
14,2023,win,0.0125051379270661,-0.00350513792706613,0.0980392156862746,0,-1
14,2023,win,0.0114801266215689,-0.00548012662156891,-0.32967032967033,0,-1
14,2023,win,0.0368572486271423,0.0463927513728577,-0.0952380952380952,0,-1
14,2023,win,0.00232653728875649,-0.00107653728875649,-0.142450142450142,0,-1
14,2023,win,0.00693354182094756,0.00931645817905244,-0.0900900900900901,0,-1
14,2023,win,0.0013977798880553,-0.0011477798880553,-0.166389351081531,0,-1
14,2023,win,0.030447292344161,0.010052707655839,-0.361111111111111,0,-1
14,2023,win,0.0194524367754362,-0.0162024367754362,-0.121951219512195,0,-1
14,2023,win,0.0034840185269438,0.0192659814730562,0,0,-1
14,2023,win,0.0106104200593288,-0.00211042005932884,0,0,-1
14,2023,win,0.00864552745574942,-0.00189552745574942,-0.198019801980198,0,-1
14,2023,win,0.0194524367754362,0.0067975632245638,-0.217391304347826,0,-1
14,2023,win,0.00232653728875649,-0.00207653728875649,-0.142450142450142,0,-1
14,2023,win,0.0269341432275271,-0.0131841432275271,-0.161290322580645,0,-1
14,2023,win,0.0170801883881879,0.0181698116118121,-0.108695652173913,0,-1
14,2023,win,0.0170801883881879,0.0311698116118121,-0.196078431372549,0,-1
14,2023,win,0.0125051379270661,0.000744862072933871,-0.0819672131147541,0,-1
14,2023,win,0.00534570781615041,0.00465429218384959,0,0,-1
14,2023,win,0.0875359654894629,-0.0642859654894629,0.0666666666666667,0,-1
14,2023,win,0.00534570781615041,0.00115429218384959,0,0,-1
14,2023,win,0.0194524367754362,-0.0104524367754362,-0.217391304347826,0,-1
14,2023,win,0.0700287723915703,-0.0172787723915703,0.0526315789473684,1,9
14,2023,win,0.00693354182094756,0.0573164581790524,0.246913580246914,0,-1
14,2023,win,0.0170801883881879,-0.00233018838818789,-0.108695652173913,0,-1
14,2023,win,0.00693354182094756,-0.00218354182094756,-0.0900900900900901,0,-1
14,2023,win,0.030447292344161,-0.00369729234416101,-0.115384615384615,0,-1
14,2023,win,0.00278999093193507,-0.00153999093193507,0,0,-1
14,2023,win,0.00534570781615041,0.00940429218384959,0,0,-1
14,2023,win,0.00386899294981052,-0.00111899294981052,0,0,-1
14,2023,win,0.0269341432275271,-0.012434143227527,-0.103448275862069,0,-1
14,2023,win,0.00630889841365499,0.011941101586345,-0.0826446280991735,0,-1
14,2023,win,0.00232653728875649,-0.00157653728875649,0,0,-1
14,2023,win,0.000280003088330949,-0.000280003088330949,0,0,-1
14,2023,win,0.000280003088330949,-0.000280003088330949,0,0,-1
14,2023,win,0.00921431215678557,-0.00521431215678557,-0.164835164835165,0,-1
14,2023,win,0.0241478525488174,-0.00739785254881735,-0.194444444444444,0,-1
14,2023,win,0.000280003088330949,-0.000280003088330949,-0.499900019996001,0,-1
14,2023,win,0.000280003088330949,-0.000280003088330949,0.249875062468766,0,-1
14,2023,win,0.000349968877519092,0.000150031122480908,0.999000999000999,0,-1
14,2023,win,0.000140029538875366,-0.000140029538875366,0.999600159936026,0,-1
14,2023,win,0.000874266821367919,-0.000874266821367919,1.66112956810631,0,-1
100,2023,win,0.000144072453742839,-0.000144072453742839,0,0,-1
100,2023,win,0.000719786554613323,-0.000219786554613323,-0.33311125916056,0,-1
100,2023,win,0.00287054319190413,0.00437945680809587,-0.166112956810631,0,-1
100,2023,win,0.000144072453742839,0.000355927546257161,0.999600159936026,0,-1
100,2023,win,0.00089950854078394,0.00960049145921606,0.332778702163062,0,-1
100,2023,win,0.00398069801750241,-0.00323069801750241,0,0,-1
100,2023,win,0.00179677391812453,-0.00154677391812453,0.597609561752988,0,-1
100,2023,win,0.0141275753170184,-0.0118775753170184,-0.0892857142857143,0,-1
100,2023,win,0.00889514001441896,-0.00339514001441896,0.327868852459016,0,-1
100,2023,win,0.00119884582557061,-0.000698845825570609,0.498753117206983,0,-1
100,2023,win,0.00089950854078394,0.00010049145921606,0.332778702163062,0,-1
100,2023,win,0.00089950854078394,-0.00089950854078394,0,0,-1
100,2023,win,0.00089950854078394,-0.00064950854078394,0.332778702163062,0,-1
100,2023,win,0.000360073134016959,-0.000360073134016959,0.33311125916056,0,-1
100,2023,win,0.00119884582557061,-0.00119884582557061,-0.3996003996004,0,-1
100,2023,win,0.00143813640951684,-0.00118813640951684,0,0,-1
100,2023,win,0.00649104811863005,-0.000241048118630053,0,0,-1
100,2023,win,0.000719786554613323,-0.000719786554613323,-0.499750124937531,0,-1
100,2023,win,0.000288087301546556,0.000211912698453444,0,0,-1
100,2023,win,0.00713372615017758,-0.000633726150177583,0,1,100
100,2023,win,0.000288087301546556,-3.80873015465557e-05,0,0,-1
100,2023,win,0.00179677391812453,-0.00179677391812453,0,0,-1
100,2023,win,0.00550004840586211,0.00874995159413789,0.18018018018018,0,-1
100,2023,win,0.0847654519021101,-0.0812654519021101,-0.0555555555555556,0,-1
100,2023,win,0.00287054319190413,0.000629456808095873,0,0,-1
100,2023,win,0.00179677391812453,-0.00154677391812453,0.142450142450143,0,-1
100,2023,win,0.00239370877464431,0.00135629122535569,0.199203187250996,0,-1
100,2023,win,0.00179677391812453,0.00595322608187547,0,0,-1
100,2023,win,0.00119884582557061,0.000551154174429391,0.498753117206983,0,-1
100,2023,win,0.000719786554613323,-0.000719786554613323,-0.599760095961615,0,-1
100,2023,win,0.0118115793634088,0.0329384206365912,0.0892857142857142,0,-1
100,2023,win,0.00791765210074655,-0.00541765210074655,-0.18018018018018,0,-1
100,2023,win,0.00398069801750241,-0.00398069801750241,0.198675496688742,0,-1
100,2023,win,0.000480017549079238,-0.000480017549079238,0,0,-1
100,2023,win,0.0277117823526129,0.0277882176473871,0,0,-1
100,2023,win,0.00089950854078394,-0.00064950854078394,0,0,-1
100,2023,win,0.0232421400376754,-0.00899214003767535,0,0,-1
100,2023,win,0.00358460866252704,-0.00208460866252704,0.331125827814569,0,-1
100,2023,win,0.00179677391812453,-0.00129677391812453,0.142450142450143,0,-1
