date,event,tour,player_id,player_name,dg_own
2026-08-15,FedEx St. Jude Championship,pga,23014,"Theegala, Sahith",5.4
2026-08-15,FedEx St. Jude Championship,pga,8825,"Harman, Brian",5.88
2026-08-15,FedEx St. Jude Championship,pga,14502,"Cauley, Bud",6.34
2026-08-15,FedEx St. Jude Championship,pga,17543,"Kim, Michael",4.87
2026-08-15,FedEx St. Jude Championship,pga,13126,"Taylor, Nick",3.53
2026-08-15,FedEx St. Jude Championship,pga,17538,"Homa, Max",4.66
2026-08-15,FedEx St. Jude Championship,pga,27194,"Hall, Harry",4.9
2026-08-15,FedEx St. Jude Championship,pga,22833,"Echavarria, Nico",5.39
2026-08-15,FedEx St. Jude Championship,pga,22760,"Hisatsune, Ryo",4.45
2026-08-15,FedEx St. Jude Championship,pga,21554,"Poston, J.T.",5.96
2026-08-15,FedEx St. Jude Championship,pga,29925,"Yellamaraju, Sudarshan",2.61
2026-08-15,FedEx St. Jude Championship,pga,17511,"Straka, Sepp",5.74
2026-08-15,FedEx St. Jude Championship,pga,27819,"Castillo, Ricky",2.96
2026-08-15,FedEx St. Jude Championship,pga,28635,"McCarty, Matt",3.71
2026-08-15,FedEx St. Jude Championship,pga,27900,"Potgieter, Aldrich",1.6
2026-08-15,FedEx St. Jude Championship,pga,25569,"Stevens, Sam",2.61
2026-08-15,FedEx St. Jude Championship,pga,28309,"Coody, Pierceson",2.33
2026-08-15,FedEx St. Jude Championship,pga,16283,"Rodgers, Patrick",2.12
2026-08-15,FedEx St. Jude Championship,pga,20722,"Schmid, Matti",2.25
2026-08-16,FedEx St. Jude Championship,pga,18417,"Scheffler, Scottie",29.61
2026-08-16,FedEx St. Jude Championship,pga,10091,"McIlroy, Rory",15.74
2026-08-16,FedEx St. Jude Championship,pga,12294,"Fleetwood, Tommy",16.15
2026-08-16,FedEx St. Jude Championship,pga,19895,"Schauffele, Xander",15.58
2026-08-16,FedEx St. Jude Championship,pga,17646,"Fitzpatrick, Matt",14.9
2026-08-16,FedEx St. Jude Championship,pga,26651,"Young, Cameron",14.84
2026-08-16,FedEx St. Jude Championship,pga,19483,"Burns, Sam",20.31
2026-08-16,FedEx St. Jude Championship,pga,22085,"Morikawa, Collin",18.99
2026-08-16,FedEx St. Jude Championship,pga,23950,"Aberg, Ludvig",14.47
2026-08-16,FedEx St. Jude Championship,pga,13562,"Matsuyama, Hideki",18.4
2026-08-16,FedEx St. Jude Championship,pga,27774,"Gotterup, Chris",7.54
2026-08-16,FedEx St. Jude Championship,pga,15466,"Cantlay, Patrick",13.85
2026-08-16,FedEx St. Jude Championship,pga,14609,"Kim, Si Woo",12.92
2026-08-16,FedEx St. Jude Championship,pga,14578,"Henley, Russell",13.51
2026-08-16,FedEx St. Jude Championship,pga,23604,"Clark, Wyndham",7.26
2026-08-16,FedEx St. Jude Championship,pga,18841,"Hovland, Viktor",18.53
2026-08-16,FedEx St. Jude Championship,pga,23323,"MacIntyre, Robert",8.87
2026-08-16,FedEx St. Jude Championship,pga,32319,"Koivun, Jackson",10.22
2026-08-16,FedEx St. Jude Championship,pga,14139,"Thomas, Justin",16.69
2026-08-16,FedEx St. Jude Championship,pga,6093,"Rose, Justin",9.63
2026-08-16,FedEx St. Jude Championship,pga,24766,"Kim, Tom",14.07
2026-08-16,FedEx St. Jude Championship,pga,17536,"Spaun, J.J.",12.68
2026-08-16,FedEx St. Jude Championship,pga,24968,"Griffin, Ben",5.73
2026-08-16,FedEx St. Jude Championship,pga,16841,"Lee, Min Woo",5.68
2026-08-16,FedEx St. Jude Championship,pga,21891,"Kitayama, Kurt",6.89
2026-08-16,FedEx St. Jude Championship,pga,18634,"McNealy, Maverick",7.17
2026-08-16,FedEx St. Jude Championship,pga,26649,"Thorbjornsen, Michael",8.4
2026-08-16,FedEx St. Jude Championship,pga,12965,"Fowler, Rickie",11.19
2026-08-16,FedEx St. Jude Championship,pga,29197,"Brennan, Michael",9
2026-08-16,FedEx St. Jude Championship,pga,29767,"Gerard, Ryan",9.15
2026-08-16,FedEx St. Jude Championship,pga,26096,"Bhatia, Akshay",10.87
2026-08-16,FedEx St. Jude Championship,pga,13900,"Lowry, Shane",6.71
2026-08-16,FedEx St. Jude Championship,pga,29433,"Bridgeman, Jacob",8.03
2026-08-16,FedEx St. Jude Championship,pga,23602,"Hojgaard, Nicolai",3.47
2026-08-16,FedEx St. Jude Championship,pga,10419,"Noren, Alex",7.32
2026-08-16,FedEx St. Jude Championship,pga,21407,"Reitan, Kristoffer",4.87
2026-08-16,FedEx St. Jude Championship,pga,6430,"Scott, Adam",6.19
2026-08-16,FedEx St. Jude Championship,pga,18474,"Smalley, Alex",7.87
2026-08-16,FedEx St. Jude Championship,pga,19396,"Knapp, Jake",5.2
2026-08-16,FedEx St. Jude Championship,pga,14577,"English, Harris",4.69
2026-08-16,FedEx St. Jude Championship,pga,14636,"Spieth, Jordan",7.21
2026-08-16,FedEx St. Jude Championship,pga,17365,"Mitchell, Keith",4.46
2026-08-16,FedEx St. Jude Championship,pga,18554,"Rai, Aaron",10.62
2026-08-16,FedEx St. Jude Championship,pga,11889,"Fox, Ryan",4.63
2026-08-16,FedEx St. Jude Championship,pga,25362,"Fitzpatrick, Alex",8.09
2026-08-16,FedEx St. Jude Championship,pga,17488,"Im, Sungjae",9.01
2026-08-16,FedEx St. Jude Championship,pga,17576,"Conners, Corey",8.69
2026-08-16,FedEx St. Jude Championship,pga,12577,"Woodland, Gary",4.89
2026-08-16,FedEx St. Jude Championship,pga,18586,"Smith, Jordan",6.83
2026-08-16,FedEx St. Jude Championship,pga,21756,"Cole, Eric",5.07
2026-08-16,FedEx St. Jude Championship,pga,23014,"Theegala, Sahith",5.4
2026-08-16,FedEx St. Jude Championship,pga,8825,"Harman, Brian",5.88
2026-08-16,FedEx St. Jude Championship,pga,14502,"Cauley, Bud",6.34
2026-08-16,FedEx St. Jude Championship,pga,17543,"Kim, Michael",4.87
2026-08-16,FedEx St. Jude Championship,pga,13126,"Taylor, Nick",3.53
2026-08-16,FedEx St. Jude Championship,pga,17538,"Homa, Max",4.66
2026-08-16,FedEx St. Jude Championship,pga,27194,"Hall, Harry",4.9
2026-08-16,FedEx St. Jude Championship,pga,22833,"Echavarria, Nico",5.39
2026-08-16,FedEx St. Jude Championship,pga,22760,"Hisatsune, Ryo",4.45
2026-08-16,FedEx St. Jude Championship,pga,21554,"Poston, J.T.",5.96
2026-08-16,FedEx St. Jude Championship,pga,29925,"Yellamaraju, Sudarshan",2.61
2026-08-16,FedEx St. Jude Championship,pga,17511,"Straka, Sepp",5.74
2026-08-16,FedEx St. Jude Championship,pga,27819,"Castillo, Ricky",2.96
2026-08-16,FedEx St. Jude Championship,pga,28635,"McCarty, Matt",3.71
2026-08-16,FedEx St. Jude Championship,pga,27900,"Potgieter, Aldrich",1.6
2026-08-16,FedEx St. Jude Championship,pga,25569,"Stevens, Sam",2.61
2026-08-16,FedEx St. Jude Championship,pga,28309,"Coody, Pierceson",2.33
2026-08-16,FedEx St. Jude Championship,pga,16283,"Rodgers, Patrick",2.12
2026-08-16,FedEx St. Jude Championship,pga,20722,"Schmid, Matti",2.25
2026-08-16,FedEx St. Jude Championship,pga,18417,"Scheffler, Scottie",29.61
2026-08-16,FedEx St. Jude Championship,pga,10091,"McIlroy, Rory",15.74
2026-08-16,FedEx St. Jude Championship,pga,12294,"Fleetwood, Tommy",16.15
2026-08-16,FedEx St. Jude Championship,pga,19895,"Schauffele, Xander",15.58
2026-08-16,FedEx St. Jude Championship,pga,17646,"Fitzpatrick, Matt",14.9
2026-08-16,FedEx St. Jude Championship,pga,26651,"Young, Cameron",14.84
2026-08-16,FedEx St. Jude Championship,pga,19483,"Burns, Sam",20.31
2026-08-16,FedEx St. Jude Championship,pga,22085,"Morikawa, Collin",18.99
2026-08-16,FedEx St. Jude Championship,pga,23950,"Aberg, Ludvig",14.47
2026-08-16,FedEx St. Jude Championship,pga,13562,"Matsuyama, Hideki",18.4
2026-08-16,FedEx St. Jude Championship,pga,27774,"Gotterup, Chris",7.54
2026-08-16,FedEx St. Jude Championship,pga,15466,"Cantlay, Patrick",13.85
2026-08-16,FedEx St. Jude Championship,pga,14609,"Kim, Si Woo",12.92
2026-08-16,FedEx St. Jude Championship,pga,14578,"Henley, Russell",13.51
2026-08-16,FedEx St. Jude Championship,pga,23604,"Clark, Wyndham",7.26
2026-08-16,FedEx St. Jude Championship,pga,18841,"Hovland, Viktor",18.53
2026-08-16,FedEx St. Jude Championship,pga,23323,"MacIntyre, Robert",8.87
2026-08-16,FedEx St. Jude Championship,pga,32319,"Koivun, Jackson",10.22
2026-08-16,FedEx St. Jude Championship,pga,14139,"Thomas, Justin",16.69
2026-08-16,FedEx St. Jude Championship,pga,6093,"Rose, Justin",9.63
2026-08-16,FedEx St. Jude Championship,pga,24766,"Kim, Tom",14.07
2026-08-16,FedEx St. Jude Championship,pga,17536,"Spaun, J.J.",12.68
2026-08-16,FedEx St. Jude Championship,pga,24968,"Griffin, Ben",5.73
2026-08-16,FedEx St. Jude Championship,pga,16841,"Lee, Min Woo",5.68
2026-08-16,FedEx St. Jude Championship,pga,21891,"Kitayama, Kurt",6.89
2026-08-16,FedEx St. Jude Championship,pga,18634,"McNealy, Maverick",7.17
2026-08-16,FedEx St. Jude Championship,pga,26649,"Thorbjornsen, Michael",8.4
2026-08-16,FedEx St. Jude Championship,pga,12965,"Fowler, Rickie",11.19
2026-08-16,FedEx St. Jude Championship,pga,29197,"Brennan, Michael",9
2026-08-16,FedEx St. Jude Championship,pga,29767,"Gerard, Ryan",9.15
2026-08-16,FedEx St. Jude Championship,pga,26096,"Bhatia, Akshay",10.87
2026-08-16,FedEx St. Jude Championship,pga,13900,"Lowry, Shane",6.71
2026-08-16,FedEx St. Jude Championship,pga,29433,"Bridgeman, Jacob",8.03
2026-08-16,FedEx St. Jude Championship,pga,23602,"Hojgaard, Nicolai",3.47
2026-08-16,FedEx St. Jude Championship,pga,10419,"Noren, Alex",7.32
2026-08-16,FedEx St. Jude Championship,pga,21407,"Reitan, Kristoffer",4.87
2026-08-16,FedEx St. Jude Championship,pga,6430,"Scott, Adam",6.19
2026-08-16,FedEx St. Jude Championship,pga,18474,"Smalley, Alex",7.87
2026-08-16,FedEx St. Jude Championship,pga,19396,"Knapp, Jake",5.2
2026-08-16,FedEx St. Jude Championship,pga,14577,"English, Harris",4.69
2026-08-16,FedEx St. Jude Championship,pga,14636,"Spieth, Jordan",7.21
2026-08-16,FedEx St. Jude Championship,pga,17365,"Mitchell, Keith",4.46
2026-08-16,FedEx St. Jude Championship,pga,18554,"Rai, Aaron",10.62
2026-08-16,FedEx St. Jude Championship,pga,11889,"Fox, Ryan",4.63
2026-08-16,FedEx St. Jude Championship,pga,25362,"Fitzpatrick, Alex",8.09
2026-08-16,FedEx St. Jude Championship,pga,17488,"Im, Sungjae",9.01
2026-08-16,FedEx St. Jude Championship,pga,17576,"Conners, Corey",8.69
2026-08-16,FedEx St. Jude Championship,pga,12577,"Woodland, Gary",4.89
2026-08-16,FedEx St. Jude Championship,pga,18586,"Smith, Jordan",6.83
2026-08-16,FedEx St. Jude Championship,pga,21756,"Cole, Eric",5.07
2026-08-16,FedEx St. Jude Championship,pga,23014,"Theegala, Sahith",5.4
2026-08-16,FedEx St. Jude Championship,pga,8825,"Harman, Brian",5.88
2026-08-16,FedEx St. Jude Championship,pga,14502,"Cauley, Bud",6.34
2026-08-16,FedEx St. Jude Championship,pga,17543,"Kim, Michael",4.87
2026-08-16,FedEx St. Jude Championship,pga,13126,"Taylor, Nick",3.53
2026-08-16,FedEx St. Jude Championship,pga,17538,"Homa, Max",4.66
2026-08-16,FedEx St. Jude Championship,pga,27194,"Hall, Harry",4.9
2026-08-16,FedEx St. Jude Championship,pga,22833,"Echavarria, Nico",5.39
2026-08-16,FedEx St. Jude Championship,pga,22760,"Hisatsune, Ryo",4.45
2026-08-16,FedEx St. Jude Championship,pga,21554,"Poston, J.T.",5.96
2026-08-16,FedEx St. Jude Championship,pga,29925,"Yellamaraju, Sudarshan",2.61
2026-08-16,FedEx St. Jude Championship,pga,17511,"Straka, Sepp",5.74
2026-08-16,FedEx St. Jude Championship,pga,27819,"Castillo, Ricky",2.96
2026-08-16,FedEx St. Jude Championship,pga,28635,"McCarty, Matt",3.71
2026-08-16,FedEx St. Jude Championship,pga,27900,"Potgieter, Aldrich",1.6
2026-08-16,FedEx St. Jude Championship,pga,25569,"Stevens, Sam",2.61
2026-08-16,FedEx St. Jude Championship,pga,28309,"Coody, Pierceson",2.33
2026-08-16,FedEx St. Jude Championship,pga,16283,"Rodgers, Patrick",2.12
2026-08-16,FedEx St. Jude Championship,pga,20722,"Schmid, Matti",2.25
2026-08-16,FedEx St. Jude Championship,pga,18417,"Scheffler, Scottie",29.61
2026-08-16,FedEx St. Jude Championship,pga,10091,"McIlroy, Rory",15.74
2026-08-16,FedEx St. Jude Championship,pga,12294,"Fleetwood, Tommy",16.15
2026-08-16,FedEx St. Jude Championship,pga,19895,"Schauffele, Xander",15.58
2026-08-16,FedEx St. Jude Championship,pga,17646,"Fitzpatrick, Matt",14.9
2026-08-16,FedEx St. Jude Championship,pga,26651,"Young, Cameron",14.84
2026-08-16,FedEx St. Jude Championship,pga,19483,"Burns, Sam",20.31
2026-08-16,FedEx St. Jude Championship,pga,22085,"Morikawa, Collin",18.99
2026-08-16,FedEx St. Jude Championship,pga,23950,"Aberg, Ludvig",14.47
2026-08-16,FedEx St. Jude Championship,pga,13562,"Matsuyama, Hideki",18.4
2026-08-16,FedEx St. Jude Championship,pga,27774,"Gotterup, Chris",7.54
2026-08-16,FedEx St. Jude Championship,pga,15466,"Cantlay, Patrick",13.85
2026-08-16,FedEx St. Jude Championship,pga,14609,"Kim, Si Woo",12.92
2026-08-16,FedEx St. Jude Championship,pga,14578,"Henley, Russell",13.51
2026-08-16,FedEx St. Jude Championship,pga,23604,"Clark, Wyndham",7.26
2026-08-16,FedEx St. Jude Championship,pga,18841,"Hovland, Viktor",18.53
2026-08-16,FedEx St. Jude Championship,pga,23323,"MacIntyre, Robert",8.87
2026-08-16,FedEx St. Jude Championship,pga,32319,"Koivun, Jackson",10.22
2026-08-16,FedEx St. Jude Championship,pga,14139,"Thomas, Justin",16.69
2026-08-16,FedEx St. Jude Championship,pga,6093,"Rose, Justin",9.63
2026-08-16,FedEx St. Jude Championship,pga,24766,"Kim, Tom",14.07
2026-08-16,FedEx St. Jude Championship,pga,17536,"Spaun, J.J.",12.68
2026-08-16,FedEx St. Jude Championship,pga,24968,"Griffin, Ben",5.73
2026-08-16,FedEx St. Jude Championship,pga,16841,"Lee, Min Woo",5.68
2026-08-16,FedEx St. Jude Championship,pga,21891,"Kitayama, Kurt",6.89
2026-08-16,FedEx St. Jude Championship,pga,18634,"McNealy, Maverick",7.17
2026-08-16,FedEx St. Jude Championship,pga,26649,"Thorbjornsen, Michael",8.4
2026-08-16,FedEx St. Jude Championship,pga,12965,"Fowler, Rickie",11.19
2026-08-16,FedEx St. Jude Championship,pga,29197,"Brennan, Michael",9
2026-08-16,FedEx St. Jude Championship,pga,29767,"Gerard, Ryan",9.15
2026-08-16,FedEx St. Jude Championship,pga,26096,"Bhatia, Akshay",10.87
2026-08-16,FedEx St. Jude Championship,pga,13900,"Lowry, Shane",6.71
2026-08-16,FedEx St. Jude Championship,pga,29433,"Bridgeman, Jacob",8.03
2026-08-16,FedEx St. Jude Championship,pga,23602,"Hojgaard, Nicolai",3.47
2026-08-16,FedEx St. Jude Championship,pga,10419,"Noren, Alex",7.32
2026-08-16,FedEx St. Jude Championship,pga,21407,"Reitan, Kristoffer",4.87
2026-08-16,FedEx St. Jude Championship,pga,6430,"Scott, Adam",6.19
2026-08-16,FedEx St. Jude Championship,pga,18474,"Smalley, Alex",7.87
2026-08-16,FedEx St. Jude Championship,pga,19396,"Knapp, Jake",5.2
2026-08-16,FedEx St. Jude Championship,pga,14577,"English, Harris",4.69
2026-08-16,FedEx St. Jude Championship,pga,14636,"Spieth, Jordan",7.21
2026-08-16,FedEx St. Jude Championship,pga,17365,"Mitchell, Keith",4.46
2026-08-16,FedEx St. Jude Championship,pga,18554,"Rai, Aaron",10.62
2026-08-16,FedEx St. Jude Championship,pga,11889,"Fox, Ryan",4.63
2026-08-16,FedEx St. Jude Championship,pga,25362,"Fitzpatrick, Alex",8.09
2026-08-16,FedEx St. Jude Championship,pga,17488,"Im, Sungjae",9.01
2026-08-16,FedEx St. Jude Championship,pga,17576,"Conners, Corey",8.69
2026-08-16,FedEx St. Jude Championship,pga,12577,"Woodland, Gary",4.89
2026-08-16,FedEx St. Jude Championship,pga,18586,"Smith, Jordan",6.83
2026-08-16,FedEx St. Jude Championship,pga,21756,"Cole, Eric",5.07
2026-08-16,FedEx St. Jude Championship,pga,23014,"Theegala, Sahith",5.4
2026-08-16,FedEx St. Jude Championship,pga,8825,"Harman, Brian",5.88
2026-08-16,FedEx St. Jude Championship,pga,14502,"Cauley, Bud",6.34
2026-08-16,FedEx St. Jude Championship,pga,17543,"Kim, Michael",4.87
2026-08-16,FedEx St. Jude Championship,pga,13126,"Taylor, Nick",3.53
2026-08-16,FedEx St. Jude Championship,pga,17538,"Homa, Max",4.66
2026-08-16,FedEx St. Jude Championship,pga,27194,"Hall, Harry",4.9
2026-08-16,FedEx St. Jude Championship,pga,22833,"Echavarria, Nico",5.39
2026-08-16,FedEx St. Jude Championship,pga,22760,"Hisatsune, Ryo",4.45
2026-08-16,FedEx St. Jude Championship,pga,21554,"Poston, J.T.",5.96
2026-08-16,FedEx St. Jude Championship,pga,29925,"Yellamaraju, Sudarshan",2.61
2026-08-16,FedEx St. Jude Championship,pga,17511,"Straka, Sepp",5.74
2026-08-16,FedEx St. Jude Championship,pga,27819,"Castillo, Ricky",2.96
2026-08-16,FedEx St. Jude Championship,pga,28635,"McCarty, Matt",3.71
2026-08-16,FedEx St. Jude Championship,pga,27900,"Potgieter, Aldrich",1.6
2026-08-16,FedEx St. Jude Championship,pga,25569,"Stevens, Sam",2.61
2026-08-16,FedEx St. Jude Championship,pga,28309,"Coody, Pierceson",2.33
2026-08-16,FedEx St. Jude Championship,pga,16283,"Rodgers, Patrick",2.12
2026-08-16,FedEx St. Jude Championship,pga,20722,"Schmid, Matti",2.25
2026-08-18,BMW Championship,pga,18417,"Scheffler, Scottie",26.94
2026-08-18,BMW Championship,pga,10091,"McIlroy, Rory",19.24
2026-08-18,BMW Championship,pga,12294,"Fleetwood, Tommy",14.09
2026-08-18,BMW Championship,pga,19483,"Burns, Sam",20.02
2026-08-18,BMW Championship,pga,19895,"Schauffele, Xander",23.03
2026-08-18,BMW Championship,pga,23950,"Aberg, Ludvig",23.6
2026-08-18,BMW Championship,pga,26651,"Young, Cameron",20.64
2026-08-18,BMW Championship,pga,17646,"Fitzpatrick, Matt",15.44
2026-08-18,BMW Championship,pga,14609,"Kim, Si Woo",14.48
2026-08-18,BMW Championship,pga,13562,"Matsuyama, Hideki",16.82
2026-08-18,BMW Championship,pga,27774,"Gotterup, Chris",18.67
2026-08-18,BMW Championship,pga,18841,"Hovland, Viktor",20.47
2026-08-18,BMW Championship,pga,23604,"Clark, Wyndham",18.36
2026-08-18,BMW Championship,pga,22085,"Morikawa, Collin",12.86
2026-08-18,BMW Championship,pga,15466,"Cantlay, Patrick",16.25
2026-08-18,BMW Championship,pga,14578,"Henley, Russell",8.07
2026-08-18,BMW Championship,pga,14139,"Thomas, Justin",12.15
2026-08-18,BMW Championship,pga,19396,"Knapp, Jake",15.51
2026-08-18,BMW Championship,pga,24766,"Kim, Tom",9.59
2026-08-18,BMW Championship,pga,18634,"McNealy, Maverick",6.83
2026-08-18,BMW Championship,pga,21891,"Kitayama, Kurt",13.41
2026-08-18,BMW Championship,pga,29767,"Gerard, Ryan",9.45
2026-08-18,BMW Championship,pga,23323,"MacIntyre, Robert",5.77
2026-08-18,BMW Championship,pga,17536,"Spaun, J.J.",7.99
2026-08-18,BMW Championship,pga,26649,"Thorbjornsen, Michael",12.43
2026-08-18,BMW Championship,pga,12965,"Fowler, Rickie",11.09
2026-08-18,BMW Championship,pga,29197,"Brennan, Michael",12.97
2026-08-18,BMW Championship,pga,16841,"Lee, Min Woo",13.39
2026-08-18,BMW Championship,pga,6430,"Scott, Adam",15.95
2026-08-18,BMW Championship,pga,17488,"Im, Sungjae",9.26
2026-08-18,BMW Championship,pga,24968,"Griffin, Ben",6.34
2026-08-18,BMW Championship,pga,10419,"Noren, Alex",10.73
2026-08-18,BMW Championship,pga,29433,"Bridgeman, Jacob",6.05
2026-08-18,BMW Championship,pga,6093,"Rose, Justin",12.34
2026-08-18,BMW Championship,pga,23602,"Hojgaard, Nicolai",11.05
2026-08-18,BMW Championship,pga,18474,"Smalley, Alex",8.81
2026-08-18,BMW Championship,pga,14502,"Cauley, Bud",5.65
2026-08-18,BMW Championship,pga,12577,"Woodland, Gary",14.91
2026-08-18,BMW Championship,pga,25362,"Fitzpatrick, Alex",8.05
2026-08-18,BMW Championship,pga,21407,"Reitan, Kristoffer",10.01
2026-08-18,BMW Championship,pga,21554,"Poston, J.T.",4.31
2026-08-18,BMW Championship,pga,18554,"Rai, Aaron",5.4
2026-08-18,BMW Championship,pga,26096,"Bhatia, Akshay",5.77
2026-08-18,BMW Championship,pga,21756,"Cole, Eric",3.8
2026-08-18,BMW Championship,pga,22760,"Hisatsune, Ryo",6.11
2026-08-18,BMW Championship,pga,11889,"Fox, Ryan",10.2
2026-08-18,BMW Championship,pga,23014,"Theegala, Sahith",6.83
2026-08-18,BMW Championship,pga,22833,"Echavarria, Nico",6.73
2026-08-18,BMW Championship,pga,28635,"McCarty, Matt",4.45
2026-08-18,BMW Championship,pga,17511,"Straka, Sepp",7.68
2026-08-18,BMW Championship,pga,18417,"Scheffler, Scottie",26.28
2026-08-18,BMW Championship,pga,10091,"McIlroy, Rory",19.51
2026-08-18,BMW Championship,pga,12294,"Fleetwood, Tommy",13.94
2026-08-18,BMW Championship,pga,19483,"Burns, Sam",19.55
2026-08-18,BMW Championship,pga,19895,"Schauffele, Xander",22.37
2026-08-18,BMW Championship,pga,23950,"Aberg, Ludvig",23.1
2026-08-18,BMW Championship,pga,26651,"Young, Cameron",20.49
2026-08-18,BMW Championship,pga,17646,"Fitzpatrick, Matt",14.98
2026-08-18,BMW Championship,pga,14609,"Kim, Si Woo",15.71
2026-08-18,BMW Championship,pga,13562,"Matsuyama, Hideki",16.54
2026-08-18,BMW Championship,pga,27774,"Gotterup, Chris",17.82
2026-08-18,BMW Championship,pga,18841,"Hovland, Viktor",20.11
2026-08-18,BMW Championship,pga,23604,"Clark, Wyndham",19.08
2026-08-18,BMW Championship,pga,22085,"Morikawa, Collin",13.32
2026-08-18,BMW Championship,pga,15466,"Cantlay, Patrick",16.65
2026-08-18,BMW Championship,pga,14578,"Henley, Russell",8.45
2026-08-18,BMW Championship,pga,14139,"Thomas, Justin",12.37
2026-08-18,BMW Championship,pga,19396,"Knapp, Jake",15.08
2026-08-18,BMW Championship,pga,24766,"Kim, Tom",9.49
2026-08-18,BMW Championship,pga,18634,"McNealy, Maverick",6.63
2026-08-18,BMW Championship,pga,21891,"Kitayama, Kurt",12.9
2026-08-18,BMW Championship,pga,29767,"Gerard, Ryan",9.28
2026-08-18,BMW Championship,pga,23323,"MacIntyre, Robert",5.7
2026-08-18,BMW Championship,pga,17536,"Spaun, J.J.",8
2026-08-18,BMW Championship,pga,26649,"Thorbjornsen, Michael",12.69
2026-08-18,BMW Championship,pga,12965,"Fowler, Rickie",11.92
2026-08-18,BMW Championship,pga,29197,"Brennan, Michael",13.81
2026-08-18,BMW Championship,pga,16841,"Lee, Min Woo",12.96
2026-08-18,BMW Championship,pga,6430,"Scott, Adam",15.46
2026-08-18,BMW Championship,pga,17488,"Im, Sungjae",9.41
2026-08-18,BMW Championship,pga,24968,"Griffin, Ben",6.89
2026-08-18,BMW Championship,pga,10419,"Noren, Alex",11.24
2026-08-18,BMW Championship,pga,29433,"Bridgeman, Jacob",6.27
2026-08-18,BMW Championship,pga,6093,"Rose, Justin",12.25
2026-08-18,BMW Championship,pga,23602,"Hojgaard, Nicolai",11.45
2026-08-18,BMW Championship,pga,18474,"Smalley, Alex",8.61
2026-08-18,BMW Championship,pga,14502,"Cauley, Bud",5.88
2026-08-18,BMW Championship,pga,12577,"Woodland, Gary",14.93
2026-08-18,BMW Championship,pga,25362,"Fitzpatrick, Alex",7.93
2026-08-18,BMW Championship,pga,21407,"Reitan, Kristoffer",10.01
2026-08-18,BMW Championship,pga,21554,"Poston, J.T.",4.51
2026-08-18,BMW Championship,pga,18554,"Rai, Aaron",5.43
2026-08-18,BMW Championship,pga,26096,"Bhatia, Akshay",5.8
2026-08-18,BMW Championship,pga,21756,"Cole, Eric",3.93
2026-08-18,BMW Championship,pga,22760,"Hisatsune, Ryo",6.63
2026-08-18,BMW Championship,pga,11889,"Fox, Ryan",10.21
2026-08-18,BMW Championship,pga,23014,"Theegala, Sahith",6.55
2026-08-18,BMW Championship,pga,22833,"Echavarria, Nico",6.05
2026-08-18,BMW Championship,pga,28635,"McCarty, Matt",4.5
2026-08-18,BMW Championship,pga,17511,"Straka, Sepp",7.32
2026-08-19,BMW Championship,pga,18417,"Scheffler, Scottie",24.69
2026-08-19,BMW Championship,pga,10091,"McIlroy, Rory",19.81
2026-08-19,BMW Championship,pga,12294,"Fleetwood, Tommy",14.34
2026-08-19,BMW Championship,pga,19483,"Burns, Sam",19.46
2026-08-19,BMW Championship,pga,19895,"Schauffele, Xander",24.45
2026-08-19,BMW Championship,pga,23950,"Aberg, Ludvig",25.72
2026-08-19,BMW Championship,pga,26651,"Young, Cameron",18.66
2026-08-19,BMW Championship,pga,17646,"Fitzpatrick, Matt",14.41
2026-08-19,BMW Championship,pga,14609,"Kim, Si Woo",16.86
2026-08-19,BMW Championship,pga,13562,"Matsuyama, Hideki",15.14
2026-08-19,BMW Championship,pga,27774,"Gotterup, Chris",17.01
2026-08-19,BMW Championship,pga,18841,"Hovland, Viktor",18.93
2026-08-19,BMW Championship,pga,23604,"Clark, Wyndham",18.27
2026-08-19,BMW Championship,pga,22085,"Morikawa, Collin",13.79
2026-08-19,BMW Championship,pga,15466,"Cantlay, Patrick",16.31
2026-08-19,BMW Championship,pga,14578,"Henley, Russell",8.22
2026-08-19,BMW Championship,pga,14139,"Thomas, Justin",11.12
2026-08-19,BMW Championship,pga,19396,"Knapp, Jake",14.88
2026-08-19,BMW Championship,pga,24766,"Kim, Tom",10.47
2026-08-19,BMW Championship,pga,18634,"McNealy, Maverick",6.75
2026-08-19,BMW Championship,pga,21891,"Kitayama, Kurt",13.22
2026-08-19,BMW Championship,pga,29767,"Gerard, Ryan",10.38
2026-08-19,BMW Championship,pga,23323,"MacIntyre, Robert",5.94
2026-08-19,BMW Championship,pga,17536,"Spaun, J.J.",8.16
2026-08-19,BMW Championship,pga,26649,"Thorbjornsen, Michael",13.9
2026-08-19,BMW Championship,pga,12965,"Fowler, Rickie",11.72
2026-08-19,BMW Championship,pga,29197,"Brennan, Michael",12.82
2026-08-19,BMW Championship,pga,16841,"Lee, Min Woo",12.62
2026-08-19,BMW Championship,pga,6430,"Scott, Adam",15.49
2026-08-19,BMW Championship,pga,17488,"Im, Sungjae",10.35
2026-08-19,BMW Championship,pga,24968,"Griffin, Ben",7.99
2026-08-19,BMW Championship,pga,10419,"Noren, Alex",10.88
2026-08-19,BMW Championship,pga,29433,"Bridgeman, Jacob",6.4
2026-08-19,BMW Championship,pga,6093,"Rose, Justin",14.46
2026-08-19,BMW Championship,pga,23602,"Hojgaard, Nicolai",11.33
2026-08-19,BMW Championship,pga,18474,"Smalley, Alex",9.43
