key,market,book,player_id,player,opp_ids,opponent,book_odds,dg_fair_p,dg_fair_odds,ev_vs_dg,event,ts,close_odds,close_dg_fair_p,clv_pct,beat,ev_at_close,flagged
"3_balls bet365 13764 16591,30717",3_balls,bet365,13764,"Parry, John","16591,30717","Rozo, Marcelo / O'Donovan, Declan",2.1,0.46548,2.148,-0.0225,RBC Canadian Open,2026-06-10 09:51:07.45615,2.1,0.46548,0,FALSE,-0.022492,FALSE
"3_balls bet365 13900 23323,25362",3_balls,bet365,13900,"Lowry, Shane","23323,25362","MacIntyre, Robert / Fitzpatrick, Alex",2.8,0.32639,3.064,-0.0861,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.32639,0,FALSE,-0.0861080000000001,FALSE
"3_balls bet365 13965 15556,5513",3_balls,bet365,13965,"Hadwin, Adam","15556,5513","Weir, Mike / Hughes, Mackenzie",2.37,0.41786,2.393,-0.0097,RBC Canadian Open,2026-06-10 09:51:07.45615,2.37,0.41786,0,FALSE,-0.0096717999999999,FALSE
"3_balls bet365 13997 13412,19960",3_balls,bet365,13997,"Svensson, Adam","13412,19960","Olesen, Thorbjorn / Pavon, Matthieu",2.9,0.30875,3.239,-0.1046,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.30875,0,FALSE,-0.104625,FALSE
"3_balls bet365 14007 14704,18103",3_balls,bet365,14007,"Martin, Ben","14704,18103","Putnam, Andrew / Bezuidenhout, Christiaan",4.5,0.15969,6.262,-0.2814,RBC Canadian Open,2026-06-10 09:51:07.45615,4.5,0.15969,0,FALSE,-0.281395,FALSE
"3_balls bet365 14050 22985,25003",3_balls,bet365,14050,"Sloan, Roger","22985,25003","Smotherman, Austin / Walker, Danny",3.2,0.29301,3.413,-0.0624,RBC Canadian Open,2026-06-10 09:51:07.45615,3.2,0.29301,0,FALSE,-0.062368,FALSE
"3_balls bet365 14502 19870,23465",3_balls,bet365,14502,"Cauley, Bud","19870,23465","McCarthy, Denny / Greyserman, Max",2.37,0.41018,2.438,-0.0279,RBC Canadian Open,2026-06-10 09:51:07.45615,2.37,0.41018,0,FALSE,-0.0278733999999999,FALSE
"3_balls bet365 14509 16333,32457",3_balls,bet365,14509,"Dahmen, Joel","16333,32457","Hubbard, Mark / Keefer, Johnny",3.25,0.2919,3.426,-0.0513,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.2919,0,FALSE,-0.0513250000000001,FALSE
"3_balls bet365 14704 14007,18103",3_balls,bet365,14704,"Putnam, Andrew","14007,18103","Martin, Ben / Bezuidenhout, Christiaan",2.3,0.4237,2.36,-0.0255,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.4237,0,FALSE,-0.02549,FALSE
"3_balls bet365 14926 19729,20706",3_balls,bet365,14926,"Malnati, Peter","19729,20706","Kanaya, Takumi / Wallace, Matt",3.75,0.2407,4.155,-0.0974,RBC Canadian Open,2026-06-10 09:51:07.45615,3.75,0.2407,0,FALSE,-0.097375,FALSE
"3_balls bet365 15310 24956,32259",3_balls,bet365,15310,"Li, Haotong","24956,32259","Blanchet, Chandler / Matthews, Justin",2.15,0.44371,2.254,-0.046,RBC Canadian Open,2026-06-10 09:51:07.45615,2.15,0.44371,0,FALSE,-0.0460235000000001,FALSE
"3_balls bet365 15330 21944,9171",3_balls,bet365,15330,"Griffin, Lanto","21944,9171","Villegas, Camilo / Moore, Taylor",2.75,0.33533,2.982,-0.0779,RBC Canadian Open,2026-06-10 09:51:07.45615,2.75,0.33533,0,FALSE,-0.0778424999999999,FALSE
"3_balls bet365 15470 11451,25157",3_balls,bet365,15470,"Hossler, Beau","11451,25157","Garnett, Brice / Hodges, Lee",2.5,0.37481,2.668,-0.063,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.37481,0,FALSE,-0.062975,FALSE
"3_balls bet365 15556 13965,5513",3_balls,bet365,15556,"Hughes, Mackenzie","13965,5513","Weir, Mike / Hadwin, Adam",2,0.47595,2.101,-0.0481,RBC Canadian Open,2026-06-10 09:51:07.45615,2,0.47595,0,FALSE,-0.0481,FALSE
"3_balls bet365 15575 23504,28270",3_balls,bet365,15575,"Hoge, Tom","23504,28270","Hoey, Rico / Dunlap, Nick",2.9,0.30103,3.322,-0.127,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.30103,0,FALSE,-0.127013,FALSE
"3_balls bet365 15651 16757,32260",3_balls,bet365,15651,"Ventura, Kris","16757,32260","Dou, Zecheng / McCulloch, Ashton",2.25,0.41627,2.402,-0.0634,RBC Canadian Open,2026-06-10 09:51:07.45615,2.25,0.41627,0,FALSE,-0.0633925000000001,FALSE
"3_balls bet365 15980 13470,24550",3_balls,bet365,15980,"Lipsky, David","13470,24550","Kizzire, Patton / Ghim, Doug",2.9,0.31291,3.196,-0.0926,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.31291,0,FALSE,-0.092561,FALSE
