key,market,book,player_id,player,opp_ids,opponent,book_odds,dg_fair_p,dg_fair_odds,ev_vs_dg,event,ts,close_odds,close_dg_fair_p,clv_pct,beat,ev_at_close,flagged
"3_balls betmgm 24342 11676,29197",3_balls,betmgm,24342,"Higgo, Garrick","11676,29197","Finau, Tony / Brennan, Michael",3.4,0.26673,3.749,-0.0931,RBC Canadian Open,2026-06-10 09:51:07.45615,3.4,0.26673,0,FALSE,-0.0931179999999999,FALSE
"3_balls betmgm 24766 18586,26653",3_balls,betmgm,24766,"Kim, Tom","18586,26653","Smith, Jordan / Eckroat, Austin",2.7,0.34346,2.912,-0.0727,RBC Canadian Open,2026-06-10 09:51:07.45615,2.7,0.34346,0,FALSE,-0.072658,FALSE
"3_balls betmgm 25002 17365,18424",3_balls,betmgm,25002,"Wu, Dylan","17365,18424","Mitchell, Keith / Roy, Kevin",3.5,0.23751,4.21,-0.1687,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.23751,0,FALSE,-0.168715,FALSE
"3_balls betmgm 25362 13900,23323",3_balls,betmgm,25362,"Fitzpatrick, Alex","13900,23323","Lowry, Shane / MacIntyre, Robert",2.8,0.32802,3.049,-0.0816,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.32802,0,FALSE,-0.0815440000000002,FALSE
"3_balls betmgm 25908 10104,19840",3_balls,betmgm,25908,"Whaley, Vince","10104,19840","Power, Seamus / Ramey, Chad",2.9,0.31597,3.165,-0.0837,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.31597,0,FALSE,-0.0836870000000001,FALSE
"3_balls betmgm 26649 21756,27164",3_balls,betmgm,26649,"Thorbjornsen, Michael","21756,27164","Cole, Eric / Phillips, Chandler",2.3,0.3921,2.55,-0.0982,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.3921,0,FALSE,-0.0981700000000001,FALSE
"3_balls betmgm 26653 18586,24766",3_balls,betmgm,26653,"Eckroat, Austin","18586,24766","Smith, Jordan / Kim, Tom",3.1,0.27567,3.628,-0.1454,RBC Canadian Open,2026-06-10 09:51:07.45615,3.1,0.27567,0,FALSE,-0.145423,FALSE
"3_balls betmgm 26657 13508,17538",3_balls,betmgm,26657,"Fisk, Steven","13508,17538","Vegas, Jhonattan / Homa, Max",2.5,0.37428,2.672,-0.0643,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.37428,0,FALSE,-0.0643,FALSE
"3_balls betmgm 27164 21756,26649",3_balls,betmgm,27164,"Phillips, Chandler","21756,26649","Cole, Eric / Thorbjornsen, Michael",4.5,0.18927,5.283,-0.1483,RBC Canadian Open,2026-06-10 09:51:07.45615,4.5,0.18927,0,FALSE,-0.148285,FALSE
"3_balls betmgm 27194 19477,27900",3_balls,betmgm,27194,"Hall, Harry","19477,27900","Schenk, Adam / Potgieter, Aldrich",2.05,0.45229,2.211,-0.0728,RBC Canadian Open,2026-06-10 09:51:07.45615,2.05,0.45229,0,FALSE,-0.0728055000000001,FALSE
"3_balls betmgm 27364 11276,12423",3_balls,betmgm,27364,"Thompson, Davis","11276,12423","Horschel, Billy / Kirk, Chris",2.3,0.41304,2.421,-0.05,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.41304,0,FALSE,-0.0500080000000001,FALSE
"3_balls betmgm 27819 28469,7399",3_balls,betmgm,27819,"Castillo, Ricky","28469,7399","Glover, Lucas / Highsmith, Joe",2.2,0.44082,2.269,-0.0302,RBC Canadian Open,2026-06-10 09:51:07.45615,2.2,0.44082,0,FALSE,-0.0301959999999999,FALSE
"3_balls betmgm 27900 19477,27194",3_balls,betmgm,27900,"Potgieter, Aldrich","19477,27194","Schenk, Adam / Hall, Harry",2.63,0.34256,2.919,-0.0991,RBC Canadian Open,2026-06-10 09:51:07.45615,2.63,0.34256,0,FALSE,-0.0990672000000001,FALSE
"3_balls betmgm 28159 17381,20722",3_balls,betmgm,28159,"Meissner, Mac","17381,20722","Silverman, Ben / Schmid, Matti",2.15,0.45152,2.215,-0.0292,RBC Canadian Open,2026-06-10 09:51:07.45615,2.15,0.45152,0,FALSE,-0.029232,FALSE
"3_balls betmgm 28270 15575,23504",3_balls,betmgm,28270,"Dunlap, Nick","15575,23504","Hoge, Tom / Hoey, Rico",3.25,0.25802,3.876,-0.1614,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.25802,0,FALSE,-0.161435,FALSE
"3_balls betmgm 28469 27819,7399",3_balls,betmgm,28469,"Highsmith, Joe","27819,7399","Glover, Lucas / Castillo, Ricky",3.8,0.21824,4.582,-0.1707,RBC Canadian Open,2026-06-10 09:51:07.45615,3.8,0.21824,0,FALSE,-0.170688,FALSE
"3_balls betmgm 29197 11676,24342",3_balls,betmgm,29197,"Brennan, Michael","11676,24342","Finau, Tony / Higgo, Garrick",2.38,0.36314,2.754,-0.1357,RBC Canadian Open,2026-06-10 09:51:07.45615,2.38,0.36314,0,FALSE,-0.1357268,FALSE
"3_balls betmgm 29433 16394,17780",3_balls,betmgm,29433,"Bridgeman, Jacob","16394,17780","Jaeger, Stephan / Pendrith, Taylor",2.4,0.39871,2.508,-0.0431,RBC Canadian Open,2026-06-10 09:51:07.45615,2.4,0.39871,0,FALSE,-0.043096,FALSE
"3_balls betmgm 29770 24304,5768",3_balls,betmgm,29770,"Mouw, William","24304,5768","Hoffman, Charley / Vilips, Karl",2.25,0.42306,2.364,-0.0481,RBC Canadian Open,2026-06-10 09:51:07.45615,2.25,0.42306,0,FALSE,-0.048115,FALSE
"3_balls betmgm 29925 17646,18841",3_balls,betmgm,29925,"Yellamaraju, Sudarshan","17646,18841","Fitzpatrick, Matt / Hovland, Viktor",3.5,0.24803,4.032,-0.1319,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.24803,0,FALSE,-0.131895,FALSE
"3_balls betmgm 32457 14509,16333",3_balls,betmgm,32457,"Keefer, Johnny","14509,16333","Dahmen, Joel / Hubbard, Mark",2.4,0.38691,2.585,-0.0714,RBC Canadian Open,2026-06-10 09:51:07.45615,2.4,0.38691,0,FALSE,-0.0714160000000002,FALSE
"3_balls betmgm 5513 13965,15556",3_balls,betmgm,5513,"Weir, Mike","13965,15556","Hadwin, Adam / Hughes, Mackenzie",6,0.10619,9.417,-0.3629,RBC Canadian Open,2026-06-10 09:51:07.45615,6,0.10619,0,FALSE,-0.36286,FALSE
"3_balls betmgm 5768 24304,29770",3_balls,betmgm,5768,"Hoffman, Charley","24304,29770","Vilips, Karl / Mouw, William",3.75,0.24685,4.051,-0.0743,RBC Canadian Open,2026-06-10 09:51:07.45615,3.75,0.24685,0,FALSE,-0.0743125,FALSE
"3_balls betmgm 6093 18554,22085",3_balls,betmgm,6093,"Rose, Justin","18554,22085","Rai, Aaron / Morikawa, Collin",2.7,0.33072,3.024,-0.107,RBC Canadian Open,2026-06-10 09:51:07.45615,2.7,0.33072,0,FALSE,-0.107056,FALSE
"3_balls betmgm 7399 27819,28469",3_balls,betmgm,7399,"Glover, Lucas","27819,28469","Castillo, Ricky / Highsmith, Joe",2.63,0.34094,2.933,-0.1033,RBC Canadian Open,2026-06-10 09:51:07.45615,2.63,0.34094,0,FALSE,-0.1033278,FALSE
"3_balls betonline 11276 12423,27364",3_balls,betonline,11276,"Horschel, Billy","12423,27364","Kirk, Chris / Thompson, Davis",3.25,0.27127,3.686,-0.1184,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.27127,0,FALSE,-0.1183725,FALSE
"3_balls betonline 11676 24342,29197",3_balls,betonline,11676,"Finau, Tony","24342,29197","Higgo, Garrick / Brennan, Michael",2.6,0.37013,2.702,-0.0377,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.37013,0,FALSE,-0.037662,FALSE
"3_balls betonline 11889 13126,16243",3_balls,betonline,11889,"Fox, Ryan","13126,16243","Taylor, Nick / Koepka, Brooks",3,0.32072,3.118,-0.0378,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.32072,0,FALSE,-0.03784,FALSE
"3_balls betonline 12294 17576,23014",3_balls,betonline,12294,"Fleetwood, Tommy","17576,23014","Conners, Corey / Theegala, Sahith",2,0.47441,2.108,-0.0512,RBC Canadian Open,2026-06-10 09:51:07.45615,2,0.47441,0,FALSE,-0.05118,FALSE
"3_balls betonline 12423 11276,27364",3_balls,betonline,12423,"Kirk, Chris","11276,27364","Horschel, Billy / Thompson, Davis",2.9,0.31569,3.168,-0.0845,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.31569,0,FALSE,-0.084499,FALSE
"3_balls betonline 13126 11889,16243",3_balls,betonline,13126,"Taylor, Nick","11889,16243","Fox, Ryan / Koepka, Brooks",2.8,0.34166,2.927,-0.0433,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.34166,0,FALSE,-0.0433520000000001,FALSE
"3_balls betonline 13900 23323,25362",3_balls,betonline,13900,"Lowry, Shane","23323,25362","MacIntyre, Robert / Fitzpatrick, Alex",2.8,0.32639,3.064,-0.0861,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.32639,0,FALSE,-0.0861080000000001,FALSE
"3_balls betonline 15575 23504,28270",3_balls,betonline,15575,"Hoge, Tom","23504,28270","Hoey, Rico / Dunlap, Nick",3,0.30103,3.322,-0.0969,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.30103,0,FALSE,-0.0969099999999999,FALSE
"3_balls betonline 16243 11889,13126",3_balls,betonline,16243,"Koepka, Brooks","11889,13126","Fox, Ryan / Taylor, Nick",2.6,0.33761,2.962,-0.1222,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.33761,0,FALSE,-0.122214,FALSE
"3_balls betonline 17381 20722,28159",3_balls,betonline,17381,"Silverman, Ben","20722,28159","Schmid, Matti / Meissner, Mac",4,0.21924,4.561,-0.1231,RBC Canadian Open,2026-06-10 09:51:07.45615,4,0.21924,0,FALSE,-0.12304,FALSE
"3_balls betonline 17576 12294,23014",3_balls,betonline,17576,"Conners, Corey","12294,23014","Fleetwood, Tommy / Theegala, Sahith",3.5,0.25513,3.92,-0.1071,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.25513,0,FALSE,-0.107045,FALSE
"3_balls betonline 17646 18841,29925",3_balls,betonline,17646,"Fitzpatrick, Matt","18841,29925","Hovland, Viktor / Yellamaraju, Sudarshan",2.2,0.44437,2.25,-0.0224,RBC Canadian Open,2026-06-10 09:51:07.45615,2.2,0.44437,0,FALSE,-0.0223859999999999,FALSE
"3_balls betonline 18554 22085,6093",3_balls,betonline,18554,"Rai, Aaron","22085,6093","Rose, Justin / Morikawa, Collin",2.85,0.32839,3.045,-0.0641,RBC Canadian Open,2026-06-10 09:51:07.45615,2.85,0.32839,0,FALSE,-0.0640884999999999,FALSE
"3_balls betonline 18586 24766,26653",3_balls,betonline,18586,"Smith, Jordan","24766,26653","Kim, Tom / Eckroat, Austin",2.5,0.38087,2.626,-0.0478,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.38087,0,FALSE,-0.047825,FALSE
"3_balls betonline 18841 17646,29925",3_balls,betonline,18841,"Hovland, Viktor","17646,29925","Fitzpatrick, Matt / Yellamaraju, Sudarshan",3,0.3076,3.251,-0.0772,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.3076,0,FALSE,-0.0772,FALSE
"3_balls betonline 19483 21407,23604",3_balls,betonline,19483,"Burns, Sam","21407,23604","Reitan, Kristoffer / Clark, Wyndham",2.5,0.36548,2.736,-0.0863,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.36548,0,FALSE,-0.0862999999999999,FALSE
"3_balls betonline 20722 17381,28159",3_balls,betonline,20722,"Schmid, Matti","17381,28159","Silverman, Ben / Meissner, Mac",2.75,0.32924,3.037,-0.0946,RBC Canadian Open,2026-06-10 09:51:07.45615,2.75,0.32924,0,FALSE,-0.0945900000000001,FALSE
"3_balls betonline 21407 19483,23604",3_balls,betonline,21407,"Reitan, Kristoffer","19483,23604","Burns, Sam / Clark, Wyndham",3,0.31582,3.166,-0.0525,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.31582,0,FALSE,-0.05254,FALSE
"3_balls betonline 21756 26649,27164",3_balls,betonline,21756,"Cole, Eric","26649,27164","Thorbjornsen, Michael / Phillips, Chandler",2.3,0.41863,2.389,-0.0372,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.41863,0,FALSE,-0.037151,FALSE
"3_balls betonline 22085 18554,6093",3_balls,betonline,22085,"Morikawa, Collin","18554,6093","Rose, Justin / Rai, Aaron",2.7,0.34089,2.934,-0.0796,RBC Canadian Open,2026-06-10 09:51:07.45615,2.7,0.34089,0,FALSE,-0.0795969999999999,FALSE
"3_balls betonline 23014 12294,17576",3_balls,betonline,23014,"Theegala, Sahith","12294,17576","Fleetwood, Tommy / Conners, Corey",3.4,0.27046,3.697,-0.0804,RBC Canadian Open,2026-06-10 09:51:07.45615,3.4,0.27046,0,FALSE,-0.0804360000000001,FALSE
"3_balls betonline 23323 13900,25362",3_balls,betonline,23323,"MacIntyre, Robert","13900,25362","Lowry, Shane / Fitzpatrick, Alex",2.75,0.34559,2.894,-0.0496,RBC Canadian Open,2026-06-10 09:51:07.45615,2.75,0.34559,0,FALSE,-0.0496274999999999,FALSE
"3_balls betonline 23504 15575,28270",3_balls,betonline,23504,"Hoey, Rico","15575,28270","Hoge, Tom / Dunlap, Nick",2.2,0.44095,2.268,-0.0299,RBC Canadian Open,2026-06-10 09:51:07.45615,2.2,0.44095,0,FALSE,-0.0299099999999999,FALSE
"3_balls betonline 23604 19483,21407",3_balls,betonline,23604,"Clark, Wyndham","19483,21407","Burns, Sam / Reitan, Kristoffer",2.9,0.3187,3.138,-0.0758,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.3187,0,FALSE,-0.0757700000000001,FALSE
"3_balls betonline 24342 11676,29197",3_balls,betonline,24342,"Higgo, Garrick","11676,29197","Finau, Tony / Brennan, Michael",3.4,0.26673,3.749,-0.0931,RBC Canadian Open,2026-06-10 09:51:07.45615,3.4,0.26673,0,FALSE,-0.0931179999999999,FALSE
"3_balls betonline 24766 18586,26653",3_balls,betonline,24766,"Kim, Tom","18586,26653","Smith, Jordan / Eckroat, Austin",2.75,0.34346,2.912,-0.0555,RBC Canadian Open,2026-06-10 09:51:07.45615,2.75,0.34346,0,FALSE,-0.055485,FALSE
"3_balls betonline 25362 13900,23323",3_balls,betonline,25362,"Fitzpatrick, Alex","13900,23323","Lowry, Shane / MacIntyre, Robert",2.8,0.32802,3.049,-0.0816,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.32802,0,FALSE,-0.0815440000000002,FALSE
"3_balls betonline 26649 21756,27164",3_balls,betonline,26649,"Thorbjornsen, Michael","21756,27164","Cole, Eric / Phillips, Chandler",2.35,0.3921,2.55,-0.0786,RBC Canadian Open,2026-06-10 09:51:07.45615,2.35,0.3921,0,FALSE,-0.078565,FALSE
"3_balls betonline 26653 18586,24766",3_balls,betonline,26653,"Eckroat, Austin","18586,24766","Smith, Jordan / Kim, Tom",3.25,0.27567,3.628,-0.1041,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.27567,0,FALSE,-0.1040725,FALSE
"3_balls betonline 27164 21756,26649",3_balls,betonline,27164,"Phillips, Chandler","21756,26649","Cole, Eric / Thorbjornsen, Michael",4.5,0.18927,5.283,-0.1483,RBC Canadian Open,2026-06-10 09:51:07.45615,4.5,0.18927,0,FALSE,-0.148285,FALSE
"3_balls betonline 27364 11276,12423",3_balls,betonline,27364,"Thompson, Davis","11276,12423","Horschel, Billy / Kirk, Chris",2.35,0.41304,2.421,-0.0294,RBC Canadian Open,2026-06-10 09:51:07.45615,2.35,0.41304,0,FALSE,-0.0293559999999999,FALSE
"3_balls betonline 28159 17381,20722",3_balls,betonline,28159,"Meissner, Mac","17381,20722","Silverman, Ben / Schmid, Matti",2.15,0.45152,2.215,-0.0292,RBC Canadian Open,2026-06-10 09:51:07.45615,2.15,0.45152,0,FALSE,-0.029232,FALSE
"3_balls betonline 28270 15575,23504",3_balls,betonline,28270,"Dunlap, Nick","15575,23504","Hoge, Tom / Hoey, Rico",3.5,0.25802,3.876,-0.0969,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.25802,0,FALSE,-0.09693,FALSE
"3_balls betonline 29197 11676,24342",3_balls,betonline,29197,"Brennan, Michael","11676,24342","Finau, Tony / Higgo, Garrick",2.5,0.36314,2.754,-0.0921,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.36314,0,FALSE,-0.09215,FALSE
"3_balls betonline 29925 17646,18841",3_balls,betonline,29925,"Yellamaraju, Sudarshan","17646,18841","Fitzpatrick, Matt / Hovland, Viktor",3.5,0.24803,4.032,-0.1319,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.24803,0,FALSE,-0.131895,FALSE
"3_balls betonline 6093 18554,22085",3_balls,betonline,6093,"Rose, Justin","18554,22085","Rai, Aaron / Morikawa, Collin",2.8,0.33072,3.024,-0.074,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.33072,0,FALSE,-0.0739840000000001,FALSE
"3_balls bovada 10104 19840,25908",3_balls,bovada,10104,"Power, Seamus","19840,25908","Ramey, Chad / Whaley, Vince",2.6,0.34859,2.869,-0.0937,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.34859,0,FALSE,-0.0936659999999999,FALSE
"3_balls bovada 10419 17786,18628",3_balls,bovada,10419,"Noren, Alex","17786,18628","Davis, Cam / Campbell, Brian",1.714,0.56186,1.78,-0.0368,RBC Canadian Open,2026-06-10 09:51:07.45615,1.714,0.56186,0,FALSE,-0.03697196,FALSE
"3_balls bovada 10873 20766,30036882",3_balls,bovada,10873,"Skinns, David","20766,30036882","Brown, Dan / Zhao, Eric",2.25,0.43386,2.305,-0.0238,RBC Canadian Open,2026-06-10 09:51:07.45615,2.25,0.43386,0,FALSE,-0.0238149999999999,FALSE
"3_balls bovada 11276 12423,27364",3_balls,bovada,11276,"Horschel, Billy","12423,27364","Kirk, Chris / Thompson, Davis",3.1,0.27127,3.686,-0.1591,RBC Canadian Open,2026-06-10 09:51:07.45615,3.1,0.27127,0,FALSE,-0.159063,FALSE
"3_balls bovada 11441 17032,22002",3_balls,bovada,11441,"Covello, Vince","17032,22002","Tosti, Alejandro / Dumont De Chassart, Adrien",4.2,0.16239,6.158,-0.318,RBC Canadian Open,2026-06-10 09:51:07.45615,4.2,0.16239,0,FALSE,-0.317962,FALSE
"3_balls bovada 11451 15470,25157",3_balls,bovada,11451,"Garnett, Brice","15470,25157","Hossler, Beau / Hodges, Lee",3.5,0.25062,3.99,-0.1228,RBC Canadian Open,2026-06-10 09:51:07.45615,3.5,0.25062,0,FALSE,-0.12283,FALSE
"3_balls bovada 11676 24342,29197",3_balls,bovada,11676,"Finau, Tony","24342,29197","Higgo, Garrick / Brennan, Michael",2.6,0.37013,2.702,-0.0377,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.37013,0,FALSE,-0.037662,FALSE
"3_balls bovada 11889 13126,16243",3_balls,bovada,11889,"Fox, Ryan","13126,16243","Taylor, Nick / Koepka, Brooks",3,0.32072,3.118,-0.0378,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.32072,0,FALSE,-0.03784,FALSE
"3_balls bovada 12294 17576,23014",3_balls,bovada,12294,"Fleetwood, Tommy","17576,23014","Conners, Corey / Theegala, Sahith",2.05,0.47441,2.108,-0.0275,RBC Canadian Open,2026-06-10 09:51:07.45615,2.05,0.47441,0,FALSE,-0.0274595000000001,FALSE
"3_balls bovada 12423 11276,27364",3_balls,bovada,12423,"Kirk, Chris","11276,27364","Horschel, Billy / Thompson, Davis",2.85,0.31569,3.168,-0.1003,RBC Canadian Open,2026-06-10 09:51:07.45615,2.85,0.31569,0,FALSE,-0.1002835,FALSE
"3_balls bovada 12426 19846,31347",3_balls,bovada,12426,"Waring, Paul","19846,31347","Bauchou, Zach / Desmarchais, Laurent",2.45,0.3969,2.52,-0.0276,RBC Canadian Open,2026-06-10 09:51:07.45615,2.45,0.3969,0,FALSE,-0.027595,FALSE
"3_balls bovada 12808 17550,5716",3_balls,bovada,12808,"Grillo, Emiliano","17550,5716","Harrington, Padraig / Van Rooyen, Erik",2.3,0.42119,2.374,-0.0313,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.42119,0,FALSE,-0.031263,FALSE
"3_balls bovada 12909 16715,23505",3_balls,bovada,12909,"Campos, Rafael","16715,23505","Ryder, Sam / McGreevy, Max",4.3,0.19106,5.234,-0.1785,RBC Canadian Open,2026-06-10 09:51:07.45615,4.3,0.19106,0,FALSE,-0.178442,FALSE
"3_balls bovada 12920 17723,21943",3_balls,bovada,12920,"Willett, Danny","17723,21943","Lower, Justin / Lebioda, Hank",2.6,0.33356,2.998,-0.1327,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.33356,0,FALSE,-0.132744,FALSE
"3_balls bovada 13126 11889,16243",3_balls,bovada,13126,"Taylor, Nick","11889,16243","Fox, Ryan / Koepka, Brooks",2.6,0.34166,2.927,-0.1117,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.34166,0,FALSE,-0.111684,FALSE
"3_balls bovada 13412 13997,19960",3_balls,bovada,13412,"Olesen, Thorbjorn","13997,19960","Svensson, Adam / Pavon, Matthieu",2.35,0.3956,2.528,-0.0703,RBC Canadian Open,2026-06-10 09:51:07.45615,2.35,0.3956,0,FALSE,-0.07034,FALSE
"3_balls bovada 13470 15980,24550",3_balls,bovada,13470,"Kizzire, Patton","15980,24550","Lipsky, David / Ghim, Doug",4,0.19436,5.145,-0.2225,RBC Canadian Open,2026-06-10 09:51:07.45615,4,0.19436,0,FALSE,-0.22256,FALSE
"3_balls bovada 13508 17538,26657",3_balls,bovada,13508,"Vegas, Jhonattan","17538,26657","Homa, Max / Fisk, Steven",3.25,0.27616,3.621,-0.1025,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.27616,0,FALSE,-0.10248,FALSE
"3_balls bovada 13764 16591,30717",3_balls,bovada,13764,"Parry, John","16591,30717","Rozo, Marcelo / O'Donovan, Declan",2.1,0.46548,2.148,-0.0225,RBC Canadian Open,2026-06-10 09:51:07.45615,2.1,0.46548,0,FALSE,-0.022492,FALSE
"3_balls bovada 13900 23323,25362",3_balls,bovada,13900,"Lowry, Shane","23323,25362","MacIntyre, Robert / Fitzpatrick, Alex",2.8,0.32639,3.064,-0.0861,RBC Canadian Open,2026-06-10 09:51:07.45615,2.8,0.32639,0,FALSE,-0.0861080000000001,FALSE
"3_balls bovada 13965 15556,5513",3_balls,bovada,13965,"Hadwin, Adam","15556,5513","Weir, Mike / Hughes, Mackenzie",2.35,0.41786,2.393,-0.018,RBC Canadian Open,2026-06-10 09:51:07.45615,2.35,0.41786,0,FALSE,-0.018029,FALSE
"3_balls bovada 13997 13412,19960",3_balls,bovada,13997,"Svensson, Adam","13412,19960","Olesen, Thorbjorn / Pavon, Matthieu",2.9,0.30875,3.239,-0.1046,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.30875,0,FALSE,-0.104625,FALSE
"3_balls bovada 14007 14704,18103",3_balls,bovada,14007,"Martin, Ben","14704,18103","Putnam, Andrew / Bezuidenhout, Christiaan",4.5,0.15969,6.262,-0.2814,RBC Canadian Open,2026-06-10 09:51:07.45615,4.5,0.15969,0,FALSE,-0.281395,FALSE
"3_balls bovada 14050 22985,25003",3_balls,bovada,14050,"Sloan, Roger","22985,25003","Smotherman, Austin / Walker, Danny",3.2,0.29301,3.413,-0.0624,RBC Canadian Open,2026-06-10 09:51:07.45615,3.2,0.29301,0,FALSE,-0.062368,FALSE
"3_balls bovada 14502 19870,23465",3_balls,bovada,14502,"Cauley, Bud","19870,23465","McCarthy, Denny / Greyserman, Max",2.35,0.41018,2.438,-0.0361,RBC Canadian Open,2026-06-10 09:51:07.45615,2.35,0.41018,0,FALSE,-0.036077,FALSE
"3_balls bovada 14509 16333,32457",3_balls,bovada,14509,"Dahmen, Joel","16333,32457","Hubbard, Mark / Keefer, Johnny",3.25,0.2919,3.426,-0.0513,RBC Canadian Open,2026-06-10 09:51:07.45615,3.25,0.2919,0,FALSE,-0.0513250000000001,FALSE
"3_balls bovada 14704 14007,18103",3_balls,bovada,14704,"Putnam, Andrew","14007,18103","Martin, Ben / Bezuidenhout, Christiaan",2.3,0.4237,2.36,-0.0255,RBC Canadian Open,2026-06-10 09:51:07.45615,2.3,0.4237,0,FALSE,-0.02549,FALSE
"3_balls bovada 14926 19729,20706",3_balls,bovada,14926,"Malnati, Peter","19729,20706","Kanaya, Takumi / Wallace, Matt",3.75,0.2407,4.155,-0.0974,RBC Canadian Open,2026-06-10 09:51:07.45615,3.75,0.2407,0,FALSE,-0.097375,FALSE
"3_balls bovada 15310 24956,32259",3_balls,bovada,15310,"Li, Haotong","24956,32259","Blanchet, Chandler / Matthews, Justin",2.15,0.44371,2.254,-0.046,RBC Canadian Open,2026-06-10 09:51:07.45615,2.15,0.44371,0,FALSE,-0.0460235000000001,FALSE
"3_balls bovada 15330 21944,9171",3_balls,bovada,15330,"Griffin, Lanto","21944,9171","Villegas, Camilo / Moore, Taylor",2.75,0.33533,2.982,-0.0779,RBC Canadian Open,2026-06-10 09:51:07.45615,2.75,0.33533,0,FALSE,-0.0778424999999999,FALSE
"3_balls bovada 15470 11451,25157",3_balls,bovada,15470,"Hossler, Beau","11451,25157","Garnett, Brice / Hodges, Lee",2.5,0.37481,2.668,-0.063,RBC Canadian Open,2026-06-10 09:51:07.45615,2.5,0.37481,0,FALSE,-0.062975,FALSE
"3_balls bovada 15556 13965,5513",3_balls,bovada,15556,"Hughes, Mackenzie","13965,5513","Weir, Mike / Hadwin, Adam",2,0.47595,2.101,-0.0481,RBC Canadian Open,2026-06-10 09:51:07.45615,2,0.47595,0,FALSE,-0.0481,FALSE
"3_balls bovada 15575 23504,28270",3_balls,bovada,15575,"Hoge, Tom","23504,28270","Hoey, Rico / Dunlap, Nick",2.9,0.30103,3.322,-0.127,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.30103,0,FALSE,-0.127013,FALSE
"3_balls bovada 15651 16757,32260",3_balls,bovada,15651,"Ventura, Kris","16757,32260","Dou, Zecheng / McCulloch, Ashton",2.25,0.41627,2.402,-0.0634,RBC Canadian Open,2026-06-10 09:51:07.45615,2.25,0.41627,0,FALSE,-0.0633925000000001,FALSE
"3_balls bovada 15980 13470,24550",3_balls,bovada,15980,"Lipsky, David","13470,24550","Kizzire, Patton / Ghim, Doug",2.9,0.31291,3.196,-0.0926,RBC Canadian Open,2026-06-10 09:51:07.45615,2.9,0.31291,0,FALSE,-0.092561,FALSE
"3_balls bovada 16243 11889,13126",3_balls,bovada,16243,"Koepka, Brooks","11889,13126","Fox, Ryan / Taylor, Nick",2.6,0.33761,2.962,-0.1222,RBC Canadian Open,2026-06-10 09:51:07.45615,2.6,0.33761,0,FALSE,-0.122214,FALSE
"3_balls bovada 16333 14509,32457",3_balls,bovada,16333,"Hubbard, Mark","14509,32457","Dahmen, Joel / Keefer, Johnny",3,0.32119,3.113,-0.0364,RBC Canadian Open,2026-06-10 09:51:07.45615,3,0.32119,0,FALSE,-0.0364300000000001,FALSE
"3_balls bovada 16341 16492,25094",3_balls,bovada,16341,"Peterson, Paul","16492,25094","Nesbitt, Drew / Fishburn, Patrick",2.7,0.35002,2.857,-0.0549,RBC Canadian Open,2026-06-10 09:51:07.45615,2.7,0.35002,0,FALSE,-0.0549459999999999,FALSE
