player_name,odds,model_prob,market_prob,edge,ev,units
"Fishburn, Patrick",860,0.384151339530945,0.104166666666667,0.279984672864278,2.40786818663279,3.1
"Hodges, Lee",510,0.399749755859375,0.163934426229508,0.235815329629867,1.20265818111232,2.8
"Horschel, Billy",710,0.292762219905853,0.123456790123457,0.169305429782397,1.20206855145502,1.9
"Power, Seamus",495,0.334617555141449,0.168067226890756,0.166550328250693,0.824424124840929,2
"Hughes, Mackenzie",405,0.36999785900116,0.198019801980198,0.171978057020962,0.696511130934895,2.1
