course_name,event_id,year,event_name,n,am_tee,pm_tee,am_score,pm_score,r1_date,gap_score,lat,lon,am_wind,pm_wind,am_gust,pm_gust,wind_gap,gust_gap
Royal Portrush Golf Club,100,2025,The Open Championship,156,8.91666666666667,13.9333333333333,73.6794871794872,72.3974358974359,2025-07-17,-1.28205128205128,55.2069,-6.6347,16.2833333333333,15.1666666666667,30.2333333333333,28.6333333333333,-1.11666666666666,-1.6
Royal St. George's GC,100,2021,The Open Championship,156,8.91666666666667,13.9333333333333,70.2307692307692,71.6794871794872,2021-07-15,1.44871794871796,51.2783,1.3736,12.85,12.9,27.6,29.6166666666667,0.0500000000000007,2.01666666666667
Royal Troon,100,2024,The Open Championship,156,9.05,14.0666666666667,74.5194805194805,74.3544303797468,2024-07-18,-0.165050139733694,55.536,-4.65,12.15,10.7166666666667,23.4333333333333,22.2666666666667,-1.43333333333333,-1.16666666666667
Sawgrass Country Club,88,2025,PGA TOUR Q-School presented by Korn Ferry,174,8.75,9.91666666666667,70.5975609756098,71.2391304347826,2025-12-11,0.641569459172857,30.1835311,-81.3742482,9.16666666666667,8.85,18.2333333333333,18.9833333333333,-0.316666666666666,0.75
Sea Island GC (Plantation),493,2021,The RSM Classic,156,9.91666666666667,11,67.5416666666667,67.4642857142857,2021-11-18,-0.0773809523809632,31.211,-81.342,3.95,4.48333333333333,8.01666666666667,9.68333333333333,0.533333333333333,1.66666666666667
Sea Island Golf Club (Plantation Course),493,2025,The RSM Classic,156,8.95833333333333,10.15,68.3194444444445,67.9761904761905,2025-11-20,-0.343253968253961,31.211,-81.342,4.5,3.38333333333333,11.75,11.7166666666667,-1.11666666666667,-0.0333333333333332
Sea Island Golf Club (Plantation),493,2022,The RSM Classic,155,9.33333333333333,10.5,70.4084507042254,70.2619047619048,2022-11-17,-0.1465459423206,31.211,-81.342,12.5833333333333,11.5,20.4,19.1666666666667,-1.08333333333333,-1.23333333333333
Sea Island Golf Club (Seaside Course),493,2024,The RSM Classic,156,9.29166666666667,10.4833333333333,70.5,70.75,2024-11-21,0.25,31.134,-81.371,9.35,10.3166666666667,19.2666666666667,20.7666666666667,0.966666666666667,1.5
Sedgefield Country Club,13,2021,Wyndham Championship,156,7.93333333333333,13.35,68.025641025641,68.6794871794872,2021-08-12,0.65384615384616,36.0130646,-79.8873397,4.73333333333333,4.46666666666667,13.5333333333333,14.2,-0.266666666666667,0.666666666666666
Sedgefield Country Club,13,2022,Wyndham Championship,156,7.93333333333333,13.1833333333333,69.3461538461538,69.6282051282051,2022-08-04,0.282051282051285,36.0130646,-79.8873397,5.7,5.65,12.6833333333333,14.9,-0.0499999999999998,2.21666666666667
Sedgefield Country Club,13,2023,Wyndham Championship,156,7.93333333333333,13.1833333333333,70.1282051282051,69.8205128205128,2023-08-03,-0.307692307692307,36.0130646,-79.8873397,6.4,10.7833333333333,12.2333333333333,21.35,4.38333333333333,9.11666666666667
Sedgefield Country Club,13,2024,Wyndham Championship,156,10.9333333333333,16.2666666666667,68.6410256410256,68.8461538461538,2024-08-08,0.205128205128204,36.0130646,-79.8873397,17.9833333333333,10.8333333333333,34.7666666666667,21.95,-7.15,-12.8166666666667
Sedgefield Country Club,13,2025,Wyndham Championship,156,7.93333333333333,13.2666666666667,68.025641025641,68.9230769230769,2025-07-31,0.897435897435898,36.0130646,-79.8873397,4.85,3.78333333333333,13.6,13.1333333333333,-1.06666666666667,-0.466666666666667
Silverado Resort & Spa (North),464,2021,Fortinet Championship,156,8.1,13.2666666666667,70.5769230769231,71.2948717948718,2021-09-16,0.717948717948715,38.3481596,-122.2680845,3.48333333333333,6.35,12.9,20.3333333333333,2.86666666666667,7.43333333333333
Silverado Resort (North Course),464,2024,Procore Championship,144,8.00833333333333,13.0916666666667,70.9444444444445,71.8611111111111,2024-09-12,0.916666666666671,38.352334,-122.2557806,2.26666666666667,6.5,10.75,18.75,4.23333333333333,8
Silverado Resort (North Course),464,2025,Procore Championship,144,8.00833333333333,13.0916666666667,71.6666666666667,71.8888888888889,2025-09-11,0.222222222222214,38.352334,-122.2557806,1.35,6.53333333333333,8.83333333333333,18.1333333333333,5.18333333333333,9.3
Silverado Resort and Spa (North Course),464,2022,Fortinet Championship,155,9.50833333333333,14.5833333333333,71.0972222222222,71.6265060240964,2022-09-15,0.529283801874158,38.35,-122.26,4.21666666666667,7.68333333333333,14.1833333333333,22.65,3.46666666666667,8.46666666666667
Southern Hills Country Club,33,2022,PGA Championship,156,8.14166666666667,13.5583333333333,72.3461538461539,73.3205128205128,2022-05-19,0.974358974358978,36.0728132,-95.949738,7.88333333333333,12.75,15.8333333333333,23.7333333333333,4.86666666666667,7.9
Spyglass Hill Golf Course,5,2021,AT&T Pebble Beach Pro-Am,156,8.95833333333333,10.15,71.3194444444445,71.3333333333333,2021-02-11,0.0138888888888857,36.5852825,-121.9558125,4.1,4.56666666666667,10.9666666666667,14.5,0.466666666666667,3.53333333333333
Spyglass Hill Golf Course,5,2024,AT&T Pebble Beach Pro-Am,80,9.15,10.15,70.475,70.85,2024-02-01,0.375,36.5852825,-121.9558125,9.61666666666667,10.1166666666667,21.6166666666667,22.5,0.5,0.883333333333333
Spyglass Hill Golf Course,5,2025,AT&T Pebble Beach Pro-Am,80,9.01666666666667,10.1,68.9,69.05,2025-01-30,0.149999999999991,36.5852825,-121.9558125,3.56666666666667,3.83333333333333,10.8333333333333,12.6666666666667,0.266666666666667,1.83333333333333
St. Andrews Links (Old Course),100,2022,The Open Championship,156,8.91666666666667,13.9333333333333,71.9871794871795,73.4102564102564,2022-07-14,1.42307692307692,56.3487,-2.8027,10.0833333333333,12.3333333333333,20.2666666666667,24.3833333333333,2.25,4.11666666666667
Stadium Course,2,2021,The American Express,156,9.58333333333333,10.6666666666667,70.4305555555556,70.9761904761905,2021-01-21,0.545634920634925,33.64,-111.916,4.4,4.23333333333333,11.25,11.25,-0.166666666666667,0
TPC Craig Ranch,19,2021,AT&T Byron Nelson,156,7.93333333333333,13.1,68.3589743589744,69.1410256410256,2021-05-13,0.78205128205127,33.165,-96.66,6.2,6.05,12.5333333333333,14.2833333333333,-0.15,1.75
TPC Craig Ranch,19,2022,AT&T Byron Nelson,156,7.93333333333333,13.1,69.8717948717949,70.5384615384615,2022-05-12,0.666666666666657,33.165,-96.66,10.6166666666667,13.6333333333333,19.0333333333333,24.3,3.01666666666667,5.26666666666667
TPC Craig Ranch,19,2023,AT&T Byron Nelson,156,7.93333333333333,13.1,68.6923076923077,69.7179487179487,2023-05-11,1.02564102564102,33.165,-96.66,7.76666666666667,14.9333333333333,15.5166666666667,26.35,7.16666666666667,10.8333333333333
