"season","week","home_team","away_team","over_under","proj_total","total_edge","totals_pick","over_prob","totals_ev","totals_bet","totals_units","spread","proj_margin","spread_edge","spread_pick","cover_prob","spread_bet","spread_units","actual_margin","total_points","over_hit","home_covered"
2025,16,"Navy","Army",38.125,53.8,15.6,"OVER",0.838,0.599,TRUE,5,-5.5,2.3,-3.2,"Army",0.423,FALSE,0,1,33,0,0
