"game_id","season","week","home_team","away_team","spread","spread_feature","over_under","line_movement","actual_margin","total_points","home_covered","over_hit","proj_margin_A","proj_total_A","proj_margin_B","proj_total_B","proj_margin_C","proj_total_C","A_spread_prob","A_totals_prob","B_spread_prob","B_totals_prob","C_spread_prob","C_totals_prob","BENCH_spread_prob","BENCH_totals_prob"
401282097,2021,6,"Auburn","Georgia",14.5,14.5,45.5,0,-24,44,0,0,-8.04044819365685,46.2502825243149,1.57830250263214,48.9704513549805,-19.5966777801514,46.8668975830078,0.636526472693671,0.51764808302396,0.83698962632481,0.600868945909836,0.330128383980881,0.544908767061883,0.45761184479277,0.685940161861383
401282098,2021,6,"Florida","Vanderbilt",-39,-39,60,0,42,42,1,0,38.7735020830833,57.7280545060592,3.10514640808105,56.4706077575684,38.6422424316406,63.148307800293,0.495115476457194,0.446701595574026,0.0141653610753012,0.397455849280919,0.4876927879919,0.602501004313801,0.171741217483994,0.763448206893866
401282099,2021,6,"Kentucky","LSU",-2,-2,50.5,0,21,63,1,1,3.17837542553892,49.8848229151749,-5.70897102355957,64.9213027954102,-3.08188319206238,51.4656372070312,0.525395624267911,0.485528308438907,0.318852192921694,0.855909693239502,0.33059066801177,0.531759231365804,0.58270714716142,0.496529250389393
401282100,2021,6,"Ole Miss","Arkansas",-5,-5,66.5,0,1,103,0,1,7.38942294286758,62.5619350716397,8.22851276397705,58.3697204589844,9.60634517669678,63.4103088378906,0.551387274060528,0.408165378148794,0.578171217998709,0.274656204086954,0.6544159505185,0.39936601220342,0.724326268034024,0.584287051532314
401282101,2021,6,"Missouri","North Texas",-18.5,-18.5,69,0,13,83,0,1,8.43380058059833,67.4106660677869,6.96668291091919,42.1437530517578,21.5895938873291,50.6964569091797,0.29316668079932,0.462658312973472,0.240552880200636,0.0239672655556454,0.60505729801386,0.0654491366502497,0.663207580897218,0.41535530461722
401282102,2021,6,"Tennessee","South Carolina",-10.5,-10.5,56.5,0,25,65,1,1,8.18819215603724,51.0347233263537,8.93742752075195,59.0799903869629,11.3438596725464,55.0553207397461,0.450273110022082,0.373596916262205,0.461978130739702,0.575351282988848,0.529008598070466,0.452547513419972,0.665780067335716,0.363786169901145
401282103,2021,6,"Texas A&M","Alabama",18.5,18.5,51,0,3,79,1,1,-12.6470040300218,55.8978527020005,-12.7832040786743,69.529052734375,-5.74570083618164,63.3417282104492,0.624150688194505,0.613661513795273,0.636536681014193,0.913819233737739,0.864330409940063,0.845791146991135,0.335645327719954,0.875103298945965
401282104,2021,7,"Arkansas","Auburn",-4.5,-4.5,54.5,0,-15,61,0,1,-1.98827759597352,53.4122039237052,6.28898048400879,48.8160133361816,9.43704605102539,55.9446868896484,0.36229520739913,0.474438260846594,0.543510515621717,0.337745981655819,0.664870066726132,0.547452735992838,0.576434186156782,0.475754707100378
401282105,2021,7,"Georgia","Kentucky",-21.5,-21.5,44.5,0,17,43,0,0,22.2865841980754,43.9817796375104,4.09662342071533,43.711498260498,19.400276184082,37.4834671020508,0.517035075494974,0.487816071468236,0.143867358261753,0.476845345719699,0.428148893080845,0.281272352383613,0.228855480179777,0.394532768185804
401282106,2021,7,"LSU","Florida",12.5,12.5,61,0,7,91,1,1,-8.88810091028577,59.1985362205114,20.113166809082,55.735221862793,-11.0792570114136,69.0517425537109,0.577747983939273,0.457718494366613,0.976826028848687,0.349101219665816,0.548760666103537,0.74681498400067,0.312281210566308,0.59723999096866
401282107,2021,7,"Mississippi State","Alabama",17.5,17.5,59.5,0,-40,58,0,0,-20.8680684677247,57.1483001838132,-4.57304668426514,56.8405876159668,-21.0692501068115,64.584831237793,0.427440219604174,0.444876943884768,0.78513594082075,0.422358184578209,0.379106998218236,0.662627566761587,0.424463928873155,0.729532972675863
401282108,2021,7,"Missouri","Texas A&M",11.5,11.5,59.5,0,-21,49,0,0,-5.4466936165701,60.3190372268195,11.194917678833,45.7855529785156,-8.63444328308105,49.0542068481445,0.628812712918049,0.519251978691949,0.917179010507519,0.156232849813024,0.597599104455885,0.194322140997627,0.382549851424318,0.475599886159005
401282109,2021,7,"South Carolina","Vanderbilt",-18.5,-18.5,50,0,1,41,0,0,24.6131369607746,50.5846212535454,5.40648508071899,61.5268096923828,18.6513423919678,52.9471893310547,0.630040035017701,0.513744503497379,0.21190419106121,0.802043615282394,0.505207005279936,0.59608558892333,0.176690105154232,0.250197433557894
401282110,2021,7,"Tennessee","Ole Miss",1,1,82.5,0,-5,57,0,0,4.79272801116613,69.9557970202918,-0.768348157405853,58.2049674987793,1.64249551296234,70.348274230957,0.623452250299351,0.229835192537023,0.505645125901929,0.0367819464655181,0.590137931771908,0.157962491555442,0.479691493950103,0.176250626808581
401282111,2021,8,"Alabama","Tennessee",-25.5,-25.5,68,0,28,76,1,1,22.5691843902769,63.2305770656858,5.7835636138916,61.4785614013672,28.249095916748,56.3350639343262,0.436620423910744,0.38884045826112,0.114217518671766,0.315506866332739,0.593707858750976,0.167850817792812,0.569835176553171,0.24908063534838
401282113,2021,8,"Ole Miss","LSU",-9,-9,77,0,14,48,1,0,5.57484444258902,70.1063223158779,2.01352548599243,56.9046897888184,5.70367097854614,86.149528503418,0.426044598916805,0.341601935076325,0.334771104145292,0.069435427665707,0.388094410469142,0.774905337791357,0.503090161261819,0.222046492370001
401282114,2021,8,"Texas A&M","South Carolina",-19.5,-19.5,46,0,30,58,1,1,10.3327160585558,45.3201354447401,0.404111176729202,55.4973678588867,10.3756561279297,50.7091369628906,0.308877465685777,0.483948130520707,0.12170756582514,0.757872732915427,0.215663951210165,0.651228516421059,0.688207554493373,0.774338294789207
401282115,2021,8,"Vanderbilt","Mississippi State",20.5,20.5,53,0,-39,51,0,0,-11.3535475379654,50.2369841805099,6.64472007751465,54.3341751098633,-22.1883964538574,48.9662704467773,0.690722989365319,0.435036298497146,0.951357887504694,0.539137592521801,0.442112926787928,0.369605344573352,0.554241283838481,0.57458380779107
401282116,2021,9,"Auburn","Ole Miss",-3,-3,67.5,0,11,51,1,0,4.26196909535848,63.1607518725503,-5.62004470825195,53.8229217529297,7.52556991577148,61.0775260925293,0.52751362134214,0.398553655018731,0.299247922511637,0.156893015263533,0.651844105923684,0.298042466095183,0.516121992006313,0.621442215678226
401282117,2021,9,"Florida","Georgia",14,14,50.5,0,-27,41,0,0,-10.4250949692494,51.1685651126605,5.07763481140137,58.5089874267578,-21.2484760284424,48.2449951171875,0.577508293443616,0.515798478513898,0.878067000136793,0.722356967332619,0.265940009656752,0.426182071754952,0.344555765439471,0.435113674958734
401282118,2021,9,"Mississippi State","Kentucky",-1,-1,47,0,14,48,1,1,-4.42807988428024,47.5820663288298,1.70096874237061,54.664379119873,0.812876582145691,48.1511573791504,0.383279330506767,0.513755345785883,0.517077265178188,0.713785383986485,0.49356202856057,0.53784402217402,0.409925712964196,0.537478260769117
401282119,2021,9,"Vanderbilt","Missouri",16,16,62.5,0,-9,65,1,1,-14.7843526663945,65.2281018755174,-3.02226638793945,65.7095108032227,-23.5318450927734,73.1931915283203,0.526505223624275,0.564203386015938,0.786040862884235,0.593430616452883,0.257982539127654,0.811245694848781,0.486947687109767,0.768190709114067
401282120,2021,10,"Alabama","LSU",-29,-29,67,0,6,34,0,0,23.931922507388,64.1175814387426,19.2663173675537,64.5857162475586,32.5614776611328,62.8138999938965,0.390126587931269,0.432228993442386,0.276057921473137,0.429435813888165,0.620637927948475,0.364869128433451,0.476955812767368,0.386187446712446
401282121,2021,10,"Arkansas","Mississippi State",-4,-4,53.5,0,3,59,0,1,3.45668613368913,51.3182212173993,8.50105094909668,56.7870178222656,11.6454057693481,57.0092506408691,0.488070008654984,0.448596155538124,0.608323283289993,0.595643672004306,0.745171408896522,0.613944289840054,0.649325305323362,0.658580347631837
401282122,2021,10,"Georgia","Missouri",-40,-40,59.5,0,37,49,0,0,29.8237910920426,57.1666202037313,-11.969012260437,53.958911895752,51.9398422241211,59.9425811767578,0.287677263936938,0.445046296600486,0.000750258381109265,0.341600788533273,0.848434350148714,0.514568400598042,0.281402128969573,0.737047248717675
401282123,2021,10,"Kentucky","Tennessee",1,1,57.5,0,-3,87,0,1,-0.970227758852733,52.996760021362,0.835492312908173,62.0890350341797,-2.59520673751831,63.2918701171875,0.500653830862654,0.394853866083073,0.544637076055579,0.632310870730824,0.445287263081702,0.683673466392843,0.402124882859824,0.438584748052438
401282124,2021,10,"Ole Miss","Liberty",-7.5,-7.5,67,0,13,41,1,0,-2.85156026000654,67.5956315767264,4.19195890426636,55.2648849487305,7.20072555541992,60.0408325195312,0.28439449068299,0.514069530983228,0.41992893494874,0.193715670744377,0.489704174559698,0.282871712409204,0.521529799018593,0.405251155999186
401282125,2021,10,"South Carolina","Florida",20.5,20.5,52,0,23,57,1,1,-10.9378133974079,52.7852534000686,1.88339424133301,58.7733573913574,-21.2760581970215,56.3044891357422,0.700688675236888,0.518545787313151,0.914236539844732,0.691058944676057,0.473318521458203,0.638796687673794,0.0796450319952343,0.745842252468484
401282126,2021,10,"Texas A&M","Auburn",-4.5,-4.5,49.5,0,17,23,1,0,-0.72762063811386,47.9104167706929,-5.54878282546997,51.7334823608398,1.49632370471954,45.3531723022461,0.386760751099464,0.462499749934698,0.269660261720399,0.565329177527358,0.39779851060567,0.366087914132383,0.339890418170406,0.780530862495435
401282127,2021,11,"Alabama","New Mexico State",-50.5,-50.5,67,0,56,62,1,0,42.9446239597004,65.5921919896967,2.29125213623047,54.3742904663086,39.5882911682129,58.2912902832031,0.337863842639909,0.467052564864601,0.00161538021876547,0.176217431829004,0.173334200026876,0.236156977190791,0.554013528199939,0.706861505973339
401282128,2021,11,"Auburn","Mississippi State",-5.5,-5.5,51,0,-9,77,0,1,8.06155128563347,48.7058694835788,5.83671522140503,54.187915802002,8.21074295043945,51.1445159912109,0.556388584895326,0.446410650512084,0.508205111644172,0.592813479858653,0.592424341637793,0.50475796348202,0.892184490269383,0.359480824876635
401282130,2021,11,"LSU","Arkansas",3,3,59.5,0,-3,29,0,0,1.4349067485418,56.9900889362272,12.8249711990356,58.0406951904297,-0.623555660247803,63.9533615112305,0.596979553724591,0.441404997669113,0.833149375123967,0.457205274841033,0.581196140568827,0.643388325533945,0.682586070432322,0.512871086181074
401282131,2021,11,"Ole Miss","Texas A&M",1,1,57.5,0,10,48,1,0,-2.78911544381606,56.4426277230156,9.89119338989258,58.6422309875488,-3.12136888504028,54.5563507080078,0.460547853738496,0.475241653978038,0.747070805973304,0.533521359799234,0.427416398992184,0.40402757098293,0.0835334566699883,0.523435985128849
401282132,2021,11,"Missouri","South Carolina",1.5,1.5,55,0,3,59,1,1,-4.86345372050626,60.3524656116536,12.7073745727539,40.1556243896484,6.18912696838379,45.638973236084,0.426137622873197,0.623373246061252,0.807268044496393,0.137135351428329,0.746380284775401,0.219893151577213,0.0421193772059087,0.662501405468979
401282133,2021,11,"Tennessee","Georgia",19.5,19.5,55.5,0,-24,58,0,1,-19.3264294252645,51.2798314133994,6.35364246368408,59.0511741638184,-32.5542640686035,53.1202774047852,0.503833640738064,0.402124442411495,0.942866120844726,0.603162755126483,0.130113656865288,0.422150268320999,0.0566346213492996,0.706899575954153
401282134,2021,11,"Vanderbilt","Kentucky",21.5,21.5,52.5,0,-17,51,1,0,-23.4726281973913,52.4668541978794,-5.66816902160645,51.7571907043457,-30.7044448852539,63.5246734619141,0.456516492713522,0.499223393482307,0.833254125256198,0.478185742523569,0.213647317642575,0.818549942996617,0.155546168832901,0.777013988274497
401282135,2021,12,"Alabama","Arkansas",-20.5,-20.5,58.5,0,7,77,0,1,20.2216431879993,60.67231195301,11.6667547225952,54.6952590942383,19.7047233581543,57.4722023010254,0.493828764226479,0.550794297378955,0.294740464837902,0.389655453382413,0.472658799474029,0.466201097412417,0.280620035364038,0.30316527710227
401282137,2021,12,"Kentucky","New Mexico State",-35.5,-35.5,61,0,40,72,1,1,20.5018609448968,55.6882895809264,-3.84631156921387,43.7853240966797,43.595043182373,60.6682510375977,0.202276361113627,0.377454457621062,0.00811921294146981,0.102425445432844,0.75745836306538,0.489078788630225,0.595127945545246,0.773356208535505
401282138,2021,12,"LSU","UL Monroe",-29,-29,57.5,0,13,41,0,0,20.764151617907,56.504981630925,18.727222442627,57.9194183349609,35.005744934082,53.4015007019043,0.323582111728859,0.476683954647679,0.265157977874067,0.512321342945031,0.697757057154895,0.367589603894181,0.733313674787819,0.426187746505375
401282139,2021,12,"Ole Miss","Vanderbilt",-36,-36,65.5,0,14,48,0,0,29.8233930911155,62.8116848546376,-1.57630455493927,49.238353729248,38.3491020202637,53.7971992492676,0.365700155077132,0.437230651618581,0.0108554096347308,0.115524384259632,0.580274719576676,0.167067660812645,0.633690162254727,0.536978042340873
