"season","week","home_team","away_team","over_under","proj_total","edge","pick","dog_ats","total_points","result","stake_units","pnl","bankroll"
2022,14,"Georgia","LSU",52,47.7,4.3,"UNDER",TRUE,80,"LOSS",4,-4,93.69
2023,1,"Texas A&M","New Mexico",48.75,44.5,4.3,"UNDER",TRUE,62,"LOSS",3.8,-3.8,89.89
2023,1,"Western Kentucky","South Florida",70.875,65.3,5.6,"UNDER",TRUE,65,"WIN",4.49,4.09,93.98
2023,1,"Colorado State","Washington State",55.25,45,10.3,"UNDER",FALSE,74,"LOSS",4.7,-4.7,89.28
2023,1,"Baylor","Texas State",59,54.6,4.4,"UNDER",TRUE,73,"LOSS",3.79,-3.79,85.49
2023,1,"San José State","Oregon State",55.625,50.4,5.2,"UNDER",TRUE,59,"LOSS",4.27,-4.27,81.21
2023,2,"Coastal Carolina","Jacksonville State",61,54,7,"UNDER",FALSE,46,"WIN",4.06,3.69,84.9
2023,2,"Georgia","Ball State",52.6666666666667,48.6,4,"UNDER",TRUE,48,"WIN",3.19,2.9,87.8
2023,2,"Michigan","UNLV",57.5,53.1,4.4,"UNDER",TRUE,42,"WIN",3.65,3.31,91.11
2023,2,"Washington State","Wisconsin",57.8333333333333,50.7,7.1,"UNDER",TRUE,53,"WIN",4.56,4.14,95.26
2023,2,"USC","Stanford",70,66,4,"UNDER",TRUE,66,"WIN",3.56,3.23,98.49
2023,2,"Syracuse","Western Michigan",56.5,51.8,4.7,"UNDER",FALSE,55,"WIN",4.53,4.12,102.61
2023,2,"Oklahoma","SMU",68.6666666666667,62.9,5.7,"UNDER",FALSE,39,"WIN",5.13,4.66,107.27
2023,2,"Georgia Southern","UAB",63.1666666666667,56.4,6.7,"UNDER",FALSE,84,"LOSS",5.36,-5.36,101.91
2023,2,"UTSA","Texas State",66.5,55.2,11.3,"UNDER",FALSE,33,"WIN",5.1,4.63,106.54
2023,2,"Florida Atlantic","Ohio",61.6666666666667,55.8,5.8,"UNDER",FALSE,27,"WIN",5.33,4.84,111.38
2023,3,"Georgia","South Carolina",54,44.5,9.5,"UNDER",TRUE,38,"WIN",5.57,5.06,116.44
2023,3,"North Carolina","Minnesota",51.5,45.3,6.2,"UNDER",TRUE,44,"WIN",5.82,5.29,121.74
2023,3,"Ohio State","Western Kentucky",64.75,55.3,9.4,"UNDER",TRUE,73,"LOSS",6.09,-6.09,115.65
2023,3,"Wisconsin","Georgia Southern",65.5,58.6,6.9,"UNDER",TRUE,49,"WIN",5.78,5.26,120.91
2023,3,"Colorado","Colorado State",63.25,57,6.2,"UNDER",TRUE,78,"LOSS",6.05,-6.05,114.86
2023,3,"Oregon","Hawai'i",67.75,58.9,8.9,"UNDER",FALSE,65,"WIN",5.74,5.22,120.08
2023,4,"Troy","Western Kentucky",57,51.5,5.5,"UNDER",FALSE,51,"WIN",6,5.46,125.54
2023,4,"Coastal Carolina","Georgia State",62.6666666666667,57.8,4.8,"UNDER",FALSE,47,"WIN",5.96,5.42,130.96
2023,4,"Ball State","Georgia Southern",60.8333333333333,55.5,5.4,"UNDER",TRUE,43,"WIN",6.55,5.95,136.91
2023,5,"Ole Miss","LSU",66.5,62.4,4.1,"UNDER",TRUE,104,"LOSS",5.23,-5.23,131.68
2023,5,"Tennessee","South Carolina",61.8333333333333,54.3,7.5,"UNDER",TRUE,61,"WIN",6.58,5.98,137.66
2023,5,"Arizona","Washington",67.1666666666667,62.2,4.9,"UNDER",TRUE,55,"WIN",6.67,6.06,143.73
2023,5,"Colorado","USC",74.1666666666667,68.3,5.9,"UNDER",TRUE,89,"LOSS",7.19,-7.19,136.54
2023,5,"Tulane","UAB",58.3333333333333,53.8,4.5,"UNDER",TRUE,58,"WIN",5.94,5.4,141.94
2023,5,"Memphis","Boise State",59.1666666666667,54.9,4.3,"UNDER",FALSE,67,"LOSS",5.81,-5.81,136.13
2023,5,"Georgia Southern","Coastal Carolina",64.6666666666667,58,6.7,"UNDER",FALSE,66,"LOSS",6.81,-6.81,129.32
2023,5,"UNLV","Hawai'i",59,54.2,4.8,"UNDER",FALSE,64,"LOSS",6.01,-6.01,123.32
2023,6,"Missouri","LSU",64,59.5,4.5,"UNDER",FALSE,88,"LOSS",5.3,-5.3,118.02
2023,6,"Ohio State","Maryland",56.8333333333333,51.9,4.9,"UNDER",TRUE,54,"WIN",5.68,5.16,123.18
2023,6,"USC","Arizona",70.3333333333333,66.3,4.1,"UNDER",TRUE,84,"LOSS",4.68,-4.68,118.5
2023,6,"North Carolina","Syracuse",59.3333333333333,53.4,5.9,"UNDER",TRUE,47,"WIN",5.93,5.39,123.89
2023,6,"Baylor","Texas Tech",59.5,55,4.5,"UNDER",TRUE,53,"WIN",5.36,4.87,128.76
2023,6,"Iowa State","TCU",52.6666666666667,47.6,5.1,"UNDER",TRUE,41,"WIN",6.44,5.85,134.61
2023,6,"Texas","Oklahoma",61.3333333333333,53.7,7.7,"UNDER",TRUE,64,"LOSS",6.73,-6.73,127.88
2023,6,"Louisiana","Texas State",67.3333333333333,62,5.4,"UNDER",FALSE,64,"WIN",6.39,5.81,133.69
2023,7,"Jacksonville State","Liberty",58.1666666666667,53.8,4.3,"UNDER",TRUE,44,"WIN",5.54,5.03,138.72
2023,7,"Memphis","Tulane",55.5,51.4,4.1,"UNDER",TRUE,52,"WIN",5.35,4.86,143.59
2023,7,"App State","Coastal Carolina",60.3333333333333,56.1,4.2,"UNDER",TRUE,51,"WIN",5.79,5.26,148.84
2023,7,"Texas State","UL Monroe",64.1666666666667,57.1,7,"UNDER",TRUE,41,"WIN",7.44,6.76,155.61
2023,7,"Colorado State","Boise State",59.8333333333333,51.7,8.2,"UNDER",TRUE,61,"LOSS",7.78,-7.78,147.83
2023,8,"Missouri","South Carolina",57.6666666666667,51.7,6,"UNDER",TRUE,46,"WIN",7.39,6.72,154.55
2023,8,"North Carolina","Virginia",57.8333333333333,52.4,5.5,"UNDER",TRUE,58,"LOSS",7.73,-7.73,146.82
2023,8,"Houston","Texas",60.5,55.2,5.3,"UNDER",TRUE,55,"WIN",7.34,6.67,153.49
2023,8,"Oklahoma","UCF",67.6666666666667,56,11.7,"UNDER",TRUE,60,"WIN",7.67,6.98,160.47
2023,8,"Georgia Southern","UL Monroe",60.5,55.6,4.9,"UNDER",TRUE,66,"LOSS",7.7,-7.7,152.77
2023,8,"New Mexico","Hawai'i",59.8333333333333,55.7,4.2,"UNDER",TRUE,63,"LOSS",6.02,-6.02,146.75
2023,9,"Texas A&M","South Carolina",52.3333333333333,47.4,4.9,"UNDER",TRUE,47,"WIN",7.16,6.51,153.26
2023,9,"Georgia Tech","North Carolina",64.8333333333333,56,8.8,"UNDER",TRUE,88,"LOSS",7.66,-7.66,145.59
2023,10,"USC","Washington",76,71.1,4.9,"UNDER",FALSE,94,"LOSS",7,-7,138.59
2023,10,"Texas Tech","TCU",59.3333333333333,54.4,4.9,"UNDER",FALSE,63,"LOSS",6.74,-6.74,131.85
2023,10,"Cincinnati","UCF",60,55.9,4.1,"UNDER",FALSE,54,"WIN",5.09,4.63,136.48
2023,10,"Oklahoma State","Oklahoma",62.1666666666667,58.2,4,"UNDER",FALSE,51,"WIN",5.13,4.67,141.14
2023,10,"Southern Miss","UL Monroe",56.3333333333333,51.5,4.8,"UNDER",TRUE,31,"WIN",6.67,6.06,147.21
2023,10,"Texas State","Georgia Southern",68.75,63.5,5.3,"UNDER",TRUE,69,"LOSS",7.36,-7.36,139.85
2023,11,"UCF","Oklahoma State",63.8333333333333,58.9,5,"UNDER",TRUE,48,"WIN",6.88,6.25,146.1
2023,11,"South Florida","Temple",68.8333333333333,64.4,4.5,"UNDER",TRUE,50,"WIN",6.33,5.76,151.85
2023,11,"Georgia State","App State",62.5,57.3,5.2,"UNDER",FALSE,56,"WIN",7.59,6.9,158.76
2023,12,"LSU","Georgia State",73.3333333333333,66.6,6.7,"UNDER",TRUE,70,"WIN",7.94,7.22,165.97
2023,12,"TCU","Baylor",60.6666666666667,56.3,4.4,"UNDER",TRUE,59,"WIN",7.06,6.42,172.39
2023,12,"Texas Tech","UCF",59.5,54.9,4.6,"UNDER",TRUE,47,"WIN",7.62,6.93,179.32
2023,12,"Memphis","SMU",65.5,61.1,4.4,"UNDER",TRUE,72,"LOSS",7.6,-7.6,171.71
2023,13,"LSU","Texas A&M",67.75,62,5.7,"UNDER",TRUE,72,"LOSS",8.59,-8.59,163.13
2023,13,"Washington","Washington State",66.1666666666667,60.7,5.5,"UNDER",TRUE,45,"WIN",8.16,7.41,170.54
2023,13,"Oklahoma","TCU",66,58,8,"UNDER",FALSE,114,"LOSS",8.53,-8.53,162.01
2023,13,"UCF","Houston",61.25,56.4,4.8,"UNDER",TRUE,40,"WIN",7.74,7.03,169.05
2024,1,"Texas","Colorado State",61.3333333333333,55.5,5.8,"UNDER",TRUE,52,"WIN",8.45,7.68,176.73
2024,1,"Ohio State","Akron",56.6666666666667,45.3,11.3,"UNDER",TRUE,58,"LOSS",8.84,-8.84,167.9
2024,1,"Wisconsin","Western Michigan",56.6666666666667,49.3,7.4,"UNDER",TRUE,42,"WIN",8.39,7.63,175.53
2024,1,"Pittsburgh","Kent State",54.5,49.1,5.4,"UNDER",TRUE,79,"LOSS",8.78,-8.78,166.75
2024,2,"Alabama","South Florida",64.6666666666667,59.3,5.4,"UNDER",FALSE,58,"WIN",8.34,7.58,174.33
2024,2,"Oklahoma State","Arkansas",61.5,55.8,5.7,"UNDER",FALSE,70,"LOSS",8.72,-8.72,165.61
2024,2,"Arizona State","Mississippi State",58.3333333333333,49.3,9,"UNDER",FALSE,53,"WIN",8.28,7.53,173.14
2024,2,"NC State","Tennessee",60.1666666666667,54.5,5.7,"UNDER",TRUE,61,"LOSS",8.66,-8.66,164.48
2024,2,"Ohio State","Western Michigan",54.3333333333333,50.2,4.1,"UNDER",TRUE,56,"LOSS",6.45,-6.45,158.03
2024,2,"Cincinnati","Pittsburgh",62.3333333333333,55.3,7,"UNDER",FALSE,55,"WIN",7.9,7.18,165.21
2024,2,"Old Dominion","East Carolina",53.8333333333333,47.5,6.3,"UNDER",FALSE,34,"WIN",8.26,7.51,172.72
2024,2,"Arkansas State","Tulsa",65.6666666666667,60,5.7,"UNDER",FALSE,52,"WIN",8.64,7.85,180.57
2024,3,"Arkansas","UAB",60.3333333333333,53.3,7.1,"UNDER",TRUE,64,"LOSS",9.03,-9.03,171.54
2024,3,"Wake Forest","Ole Miss",65,59,6,"UNDER",TRUE,46,"WIN",8.58,7.8,179.34
2024,3,"Mississippi State","Toledo",57.8333333333333,53,4.8,"UNDER",FALSE,58,"LOSS",8.54,-8.54,170.8
2024,3,"Tennessee","Kent State",62.1666666666667,54.1,8.1,"UNDER",TRUE,71,"LOSS",8.54,-8.54,162.26
2024,3,"California","San Diego State",48.8333333333333,44.2,4.6,"UNDER",TRUE,41,"WIN",7.38,6.7,168.96
2024,3,"Tulsa","Oklahoma State",62.8333333333333,57.1,5.7,"UNDER",TRUE,55,"WIN",8.45,7.68,176.64
2024,4,"Ole Miss","Georgia Southern",68.5,63.9,4.6,"UNDER",TRUE,65,"WIN",7.88,7.16,183.8
2024,4,"Mississippi State","Florida",58,53.4,4.6,"UNDER",TRUE,73,"LOSS",8.25,-8.25,175.55
2024,4,"Ohio State","Marshall",54.6666666666667,46.7,8,"UNDER",TRUE,63,"LOSS",8.78,-8.78,166.78
2024,4,"Penn State","Kent State",57.6666666666667,53.6,4,"UNDER",TRUE,56,"WIN",6.4,5.82,172.59
2024,4,"Liberty","East Carolina",54.6666666666667,50,4.7,"UNDER",FALSE,59,"LOSS",7.93,-7.93,164.66
2024,5,"Michigan State","Ohio State",48.1666666666667,43.2,5,"UNDER",TRUE,45,"WIN",8.22,7.47,172.13
2024,5,"Kansas State","Oklahoma State",58.1666666666667,52.3,5.8,"UNDER",FALSE,62,"LOSS",8.61,-8.61,163.53
2024,5,"East Carolina","UTSA",53.1666666666667,49.1,4.1,"UNDER",FALSE,50,"WIN",6.38,5.8,169.33
2024,6,"Oregon","Michigan State",52.8333333333333,48.8,4,"UNDER",TRUE,41,"WIN",6.48,5.89,175.22
2024,7,"Pittsburgh","California",57.1666666666667,50.3,6.8,"UNDER",FALSE,32,"WIN",8.76,7.96,183.19
2024,7,"Eastern Michigan","Miami (OH)",45.8333333333333,40.5,5.3,"UNDER",TRUE,52,"LOSS",9.16,-9.16,174.03
2024,8,"Army","East Carolina",54.3333333333333,49.1,5.2,"UNDER",FALSE,73,"LOSS",8.7,-8.7,165.33
2024,9,"Ohio State","Nebraska",48.6666666666667,44.3,4.4,"UNDER",TRUE,38,"WIN",6.98,6.35,171.68
2024,9,"Pittsburgh","Syracuse",62.5,55.7,6.8,"UNDER",TRUE,54,"WIN",8.58,7.8,179.48
2024,9,"North Texas","Tulane",70.1666666666667,65.1,5.1,"UNDER",FALSE,82,"LOSS",8.97,-8.97,170.5
2024,10,"Eastern Michigan","Toledo",54.5,50,4.5,"UNDER",TRUE,57,"LOSS",7.41,-7.41,163.1
2024,11,"North Texas","Army",67.5,63.5,4,"UNDER",FALSE,17,"WIN",6.23,5.66,168.76
2024,11,"Wake Forest","California",55,50.7,4.3,"UNDER",TRUE,82,"LOSS",6.92,-6.92,161.84
2024,11,"Pittsburgh","Virginia",57.3333333333333,52.1,5.2,"UNDER",FALSE,43,"WIN",8.09,7.36,169.19
2024,11,"TCU","Oklahoma State",68.8333333333333,64.6,4.2,"UNDER",TRUE,51,"WIN",6.8,6.18,175.37
2024,11,"San Diego State","New Mexico",65.1666666666667,58.7,6.4,"UNDER",FALSE,37,"WIN",8.77,7.97,183.34
2024,12,"California","Syracuse",57.5,48,9.5,"UNDER",TRUE,58,"LOSS",9.17,-9.17,174.18
2024,12,"North Carolina","Wake Forest",64.3333333333333,57,7.3,"UNDER",FALSE,55,"WIN",8.71,7.92,182.09
2024,12,"Utah State","Hawai'i",61.8333333333333,57.5,4.3,"UNDER",TRUE,65,"LOSS",7.65,-7.65,174.45
2024,12,"New Mexico","Washington State",72,66.6,5.4,"UNDER",FALSE,73,"LOSS",8.72,-8.72,165.73
2024,12,"Ohio","Eastern Michigan",51.5,45.9,5.6,"UNDER",TRUE,45,"WIN",8.29,7.53,173.26
2024,12,"Tulsa","East Carolina",63.6666666666667,56.8,6.9,"UNDER",TRUE,69,"LOSS",8.66,-8.66,164.59
2024,13,"Miami","Wake Forest",66.6666666666667,61.7,5,"UNDER",TRUE,56,"WIN",8.16,7.42,172.02
2024,13,"North Texas","East Carolina",73.8333333333333,66.7,7.1,"UNDER",TRUE,68,"WIN",8.6,7.82,179.83
2024,14,"Syracuse","Miami",67,62.8,4.2,"UNDER",FALSE,80,"LOSS",7.23,-7.23,172.6
2025,1,"Ole Miss","Georgia State",61.6666666666667,55.6,6.1,"UNDER",TRUE,70,"LOSS",8.63,-8.63,163.97
2025,1,"Maryland","Florida Atlantic",59,54.1,4.9,"UNDER",TRUE,46,"WIN",8.03,7.3,171.27
2025,1,"Western Kentucky","Sam Houston",60.3333333333333,49.1,11.2,"UNDER",TRUE,65,"LOSS",8.56,-8.56,162.71
2025,1,"Sam Houston","UNLV",59.8333333333333,51,8.8,"UNDER",FALSE,59,"WIN",8.14,7.4,170.11
2025,2,"Florida","South Florida",58.25,53.3,5,"UNDER",FALSE,34,"WIN",8.41,7.65,177.75
2025,2,"LSU","Louisiana Tech",49.5,44.8,4.7,"UNDER",TRUE,30,"WIN",8.14,7.4,185.16
2025,2,"Texas","San José State",52.5,47.5,5,"UNDER",TRUE,45,"WIN",9.24,8.4,193.55
2025,2,"Indiana","Kennesaw State",51.5,46.1,5.4,"UNDER",TRUE,65,"LOSS",9.68,-9.68,183.88
2025,2,"SMU","Baylor",65.5,57,8.5,"UNDER",FALSE,93,"LOSS",9.19,-9.19,174.68
2025,3,"Texas","UTEP",52.3333333333333,46.7,5.7,"UNDER",TRUE,37,"WIN",8.73,7.94,182.62
2025,3,"Missouri State","SMU",60.3333333333333,52.7,7.6,"UNDER",TRUE,38,"WIN",9.13,8.3,190.92
2025,3,"Arizona","Kansas State",55.8333333333333,50.5,5.4,"UNDER",TRUE,40,"WIN",9.55,8.68,199.6
2025,3,"Wyoming","Utah",47.3333333333333,42.6,4.7,"UNDER",TRUE,37,"WIN",9.22,8.38,207.98
2025,3,"Coastal Carolina","East Carolina",57.3333333333333,52.4,5,"UNDER",TRUE,38,"WIN",10.29,9.35,217.33
2025,4,"Texas","Sam Houston",51.5,43.9,7.6,"UNDER",TRUE,55,"LOSS",10.87,-10.87,206.46
2025,4,"TCU","SMU",63.5,56.6,6.9,"UNDER",FALSE,59,"WIN",10.32,9.38,215.85
2025,4,"Kennesaw State","Arkansas State",58,53.5,4.5,"UNDER",TRUE,49,"WIN",9.57,8.7,224.55
2025,4,"Louisiana Tech","Southern Miss",51.1666666666667,45.3,5.8,"UNDER",FALSE,50,"WIN",11.23,10.21,234.75
2025,5,"Boston College","California",54.1666666666667,45,9.2,"UNDER",FALSE,52,"WIN",11.74,10.67,245.42
2025,5,"Kennesaw State","Middle Tennessee",54.1666666666667,48.3,5.9,"UNDER",FALSE,40,"WIN",12.27,11.15,256.58
2025,5,"UTEP","Louisiana Tech",48,43.5,4.5,"UNDER",TRUE,41,"WIN",11.15,10.14,266.71
2025,5,"Missouri State","Western Kentucky",59.5,53.8,5.7,"UNDER",TRUE,49,"WIN",13.34,12.12,278.84
2025,5,"Florida Atlantic","Memphis",62.6666666666667,52.9,9.8,"UNDER",TRUE,81,"LOSS",13.94,-13.94,264.9
2025,6,"California","Duke",54.8333333333333,47,7.8,"UNDER",TRUE,66,"LOSS",13.24,-13.24,251.65
2025,6,"Arizona","Oklahoma State",56.5,48.2,8.3,"UNDER",TRUE,54,"WIN",12.58,11.44,263.09
2025,6,"New Mexico State","Sam Houston",52.6666666666667,46.2,6.5,"UNDER",TRUE,47,"WIN",13.15,11.96,275.05
2025,6,"Delaware","Western Kentucky",63,55.9,7.1,"UNDER",FALSE,51,"WIN",13.75,12.5,287.55
2025,6,"Wyoming","UNLV",51.6666666666667,46.8,4.9,"UNDER",TRUE,48,"WIN",13.96,12.69,300.24
2025,6,"Old Dominion","Coastal Carolina",53.3333333333333,49.2,4.1,"UNDER",FALSE,54,"LOSS",11.83,-11.83,288.41
2025,6,"Rice","Florida Atlantic",55,48.2,6.8,"UNDER",FALSE,48,"WIN",14.42,13.11,301.52
2025,7,"SMU","Stanford",55.5,51.2,4.3,"UNDER",FALSE,44,"WIN",12.43,11.3,312.82
2025,7,"Oklahoma State","Houston",47.6666666666667,41.5,6.1,"UNDER",TRUE,56,"LOSS",15.64,-15.64,297.18
2025,7,"Kennesaw State","Louisiana Tech",46.1666666666667,38.7,7.5,"UNDER",TRUE,42,"WIN",14.86,13.51,310.68
2025,7,"UNLV","Air Force",65.8333333333333,59.8,6,"UNDER",FALSE,99,"LOSS",15.53,-15.53,295.15
2025,7,"North Texas","South Florida",68.5,61.2,7.3,"UNDER",FALSE,99,"LOSS",14.76,-14.76,280.39
2025,8,"South Carolina","Oklahoma",43,37,6,"UNDER",TRUE,33,"WIN",14.02,12.74,293.14
2025,8,"TCU","Baylor",66.8333333333333,60.8,6.1,"UNDER",FALSE,78,"LOSS",14.66,-14.66,278.48
2025,8,"Colorado State","Hawai'i",53.5,49,4.5,"UNDER",FALSE,50,"WIN",12.43,11.3,289.78
2025,8,"East Carolina","Tulsa",54.6666666666667,49.5,5.2,"UNDER",FALSE,68,"LOSS",14.49,-14.49,275.29
2025,8,"South Florida","Florida Atlantic",72.5,60.4,12.1,"UNDER",TRUE,61,"WIN",13.76,12.51,287.8
2025,9,"Cincinnati","Baylor",68.8333333333333,60,8.8,"UNDER",FALSE,61,"WIN",14.39,13.08,300.89
2025,9,"Louisiana Tech","Western Kentucky",49.3333333333333,45.3,4,"UNDER",TRUE,55,"LOSS",11.47,-11.47,289.41
2025,9,"Old Dominion","App State",61.8333333333333,57.7,4.1,"UNDER",FALSE,45,"WIN",11.4,10.36,299.78
2025,10,"Ole Miss","South Carolina",55.8333333333333,49.6,6.2,"UNDER",TRUE,44,"WIN",14.99,13.62,313.4
2025,10,"Kennesaw State","UTEP",53,45.5,7.5,"UNDER",TRUE,53,"WIN",15.67,14.24,327.64
2025,10,"Louisiana Tech","Sam Houston",48,44,4,"UNDER",TRUE,69,"LOSS",12.63,-12.63,315.01
2025,10,"San Diego State","Wyoming",42,37.1,4.9,"UNDER",FALSE,31,"WIN",15.6,14.18,329.19
2025,10,"Temple","East Carolina",58.3333333333333,53.4,4.9,"UNDER",FALSE,59,"LOSS",16.35,-16.35,312.84
2025,11,"Delaware","Louisiana Tech",56.8333333333333,51,5.9,"UNDER",TRUE,49,"WIN",15.64,14.22,327.06
2025,11,"New Mexico State","Kennesaw State",52.3333333333333,46.6,5.7,"UNDER",TRUE,45,"WIN",16.35,14.86,341.93
2025,11,"Colorado State","UNLV",61,56.4,4.6,"UNDER",FALSE,52,"WIN",15.65,14.23,356.15
2025,11,"South Florida","UTSA",67,60.3,6.7,"UNDER",TRUE,78,"LOSS",17.81,-17.81,338.34
2025,12,"Boston College","Georgia Tech",61.3333333333333,57.2,4.1,"UNDER",TRUE,70,"LOSS",13.5,-13.5,324.85
2025,12,"Sam Houston","Delaware",56.3333333333333,51.3,5,"UNDER",TRUE,49,"WIN",16.24,14.76,339.61
2025,12,"Jacksonville State","Kennesaw State",56,50.4,5.6,"UNDER",TRUE,61,"LOSS",16.98,-16.98,322.63
2025,12,"UNLV","Utah State",68.5,64.4,4.1,"UNDER",FALSE,55,"WIN",12.65,11.5,334.13
2025,13,"Florida","Tennessee",57.6666666666667,53.4,4.3,"UNDER",FALSE,42,"WIN",13.94,12.67,346.8
2025,13,"South Carolina","Coastal Carolina",50,44.9,5.1,"UNDER",TRUE,58,"LOSS",17.34,-17.34,329.46
2025,13,"Houston","TCU",55.8333333333333,49.6,6.2,"UNDER",TRUE,31,"WIN",16.47,14.97,344.44
2025,13,"Kennesaw State","Missouri State",54.3333333333333,48.6,5.8,"UNDER",TRUE,75,"LOSS",17.22,-17.22,327.22
2025,13,"UNLV","Hawai'i",64.5,55.6,8.9,"UNDER",FALSE,48,"WIN",16.36,14.87,342.09
2025,13,"UAB","South Florida",68.6666666666667,64.6,4.1,"UNDER",TRUE,66,"WIN",13.44,12.21,354.3
2025,13,"UTSA","East Carolina",62.1666666666667,54.9,7.2,"UNDER",FALSE,82,"LOSS",17.72,-17.72,336.59
2025,14,"California","SMU",53.1666666666667,47.6,5.6,"UNDER",FALSE,73,"LOSS",16.83,-16.83,319.76
2025,14,"Baylor","Houston",57,52.8,4.2,"UNDER",TRUE,55,"WIN",13.07,11.88,331.64
2025,14,"Florida Atlantic","East Carolina",66.3333333333333,59.2,7.1,"UNDER",FALSE,45,"WIN",16.58,15.07,346.71
2025,14,"South Florida","Rice",57.5,51.1,6.4,"UNDER",TRUE,55,"WIN",17.34,15.76,362.47
2025,15,"Jacksonville State","Kennesaw State",61.5,54.4,7.1,"UNDER",TRUE,34,"WIN",18.12,16.47,378.94
