"season","week","home_team","away_team","over_under","proj_total","edge","pick","dog_ats","total_points","result","stake_units","pnl","bankroll"
2023,8,"Houston","Texas",60.5,55.2,5.3,"UNDER",TRUE,55,"WIN",9.21,8.37,192.47
2023,8,"Oklahoma","UCF",67.6666666666667,56,11.7,"UNDER",TRUE,60,"WIN",9.62,8.75,201.22
2023,8,"Tulane","North Texas",63.8333333333333,60.5,3.3,"UNDER",TRUE,63,"WIN",5.86,5.33,206.55
2023,8,"Florida Atlantic","UTSA",58.5,55.3,3.2,"UNDER",TRUE,46,"WIN",5.73,5.21,211.76
2023,8,"Georgia Southern","UL Monroe",60.5,55.6,4.9,"UNDER",TRUE,66,"LOSS",10.17,-10.17,201.59
2023,8,"New Mexico","Hawai'i",59.8333333333333,55.7,4.2,"UNDER",TRUE,63,"LOSS",7.94,-7.94,193.65
2023,9,"Western Kentucky","Liberty",61,57.1,3.9,"UNDER",TRUE,71,"LOSS",6.89,-6.89,186.76
2023,9,"Texas A&M","South Carolina",52.3333333333333,47.4,4.9,"UNDER",TRUE,47,"WIN",9.11,8.28,195.05
2023,9,"Georgia Tech","North Carolina",64.8333333333333,56,8.8,"UNDER",TRUE,88,"LOSS",9.75,-9.75,185.29
2023,10,"South Carolina","Jacksonville State",54.8333333333333,51.3,3.5,"UNDER",TRUE,66,"LOSS",5.89,-5.89,179.4
2023,10,"Southern Miss","UL Monroe",56.3333333333333,51.5,4.8,"UNDER",TRUE,31,"WIN",8.48,7.71,187.11
2023,10,"Texas State","Georgia Southern",68.75,63.5,5.3,"UNDER",TRUE,69,"LOSS",9.36,-9.36,177.76
2023,11,"South Carolina","Vanderbilt",55,52,3,"UNDER",TRUE,53,"WIN",4.51,4.1,181.86
2023,11,"Oregon","USC",78,74.5,3.5,"UNDER",TRUE,63,"WIN",5.67,5.15,187.01
2023,11,"UCF","Oklahoma State",63.8333333333333,58.9,5,"UNDER",TRUE,48,"WIN",9.2,8.36,195.38
2023,11,"South Florida","Temple",68.8333333333333,64.4,4.5,"UNDER",TRUE,50,"WIN",8.47,7.7,203.07
2023,11,"UL Monroe","Troy",46.75,43.1,3.7,"UNDER",TRUE,59,"LOSS",6.76,-6.76,196.31
2023,12,"Liberty","Massachusetts",63.3333333333333,59.9,3.4,"UNDER",TRUE,74,"LOSS",5.91,-5.91,190.39
2023,12,"LSU","Georgia State",73.3333333333333,66.6,6.7,"UNDER",TRUE,70,"WIN",9.52,8.65,199.05
2023,12,"Ole Miss","UL Monroe",60.6666666666667,57.2,3.4,"UNDER",TRUE,38,"WIN",6.06,5.51,204.56
2023,12,"Clemson","North Carolina",59.3333333333333,55.7,3.7,"UNDER",TRUE,51,"WIN",6.84,6.21,210.77
2023,12,"BYU","Oklahoma",58,54.9,3.1,"UNDER",TRUE,55,"WIN",5.45,4.96,215.73
2023,12,"TCU","Baylor",60.6666666666667,56.3,4.4,"UNDER",TRUE,59,"WIN",9.18,8.34,224.07
2023,12,"Texas Tech","UCF",59.5,54.9,4.6,"UNDER",TRUE,47,"WIN",9.9,9,233.07
2023,12,"UAB","Temple",62.5,58.8,3.7,"UNDER",TRUE,58,"WIN",7.96,7.24,240.31
2023,12,"Memphis","SMU",65.5,61.1,4.4,"UNDER",TRUE,72,"LOSS",10.19,-10.19,230.12
2023,12,"Georgia Southern","Old Dominion",61.5,58,3.5,"UNDER",TRUE,37,"WIN",7.13,6.48,236.6
2023,13,"LSU","Texas A&M",67.75,62,5.7,"UNDER",TRUE,72,"LOSS",11.83,-11.83,224.77
2023,13,"Tennessee","Vanderbilt",57.25,53.4,3.9,"UNDER",TRUE,72,"LOSS",8.05,-8.05,216.72
2023,13,"Washington","Washington State",66.1666666666667,60.7,5.5,"UNDER",TRUE,45,"WIN",10.84,9.85,226.57
2023,13,"UCF","Houston",61.25,56.4,4.8,"UNDER",TRUE,40,"WIN",10.82,9.84,236.41
2024,1,"Alabama","Western Kentucky",60,56.7,3.3,"UNDER",TRUE,63,"LOSS",6.76,-6.76,229.64
2024,1,"Texas","Colorado State",61.3333333333333,55.5,5.8,"UNDER",TRUE,52,"WIN",11.48,10.44,240.08
2024,1,"Nebraska","UTEP",48.75,45.3,3.5,"UNDER",TRUE,47,"WIN",7.52,6.84,246.92
2024,1,"Ohio State","Akron",56.6666666666667,45.3,11.3,"UNDER",TRUE,58,"LOSS",12.35,-12.35,234.57
2024,1,"Wisconsin","Western Michigan",56.6666666666667,49.3,7.4,"UNDER",TRUE,42,"WIN",11.73,10.66,245.23
2024,1,"Pittsburgh","Kent State",54.5,49.1,5.4,"UNDER",TRUE,79,"LOSS",12.26,-12.26,232.97
2024,2,"NC State","Tennessee",60.1666666666667,54.5,5.7,"UNDER",TRUE,61,"LOSS",11.65,-11.65,221.32
2024,2,"Ohio State","Western Michigan",54.3333333333333,50.2,4.1,"UNDER",TRUE,56,"LOSS",8.68,-8.68,212.64
2024,2,"Syracuse","Georgia Tech",60.6666666666667,57.4,3.3,"UNDER",TRUE,59,"WIN",6.05,5.5,218.15
2024,2,"Wake Forest","Virginia",55.6666666666667,52.4,3.3,"UNDER",TRUE,61,"LOSS",6.22,-6.22,211.93
2024,3,"Arkansas","UAB",60.3333333333333,53.3,7.1,"UNDER",TRUE,64,"LOSS",10.6,-10.6,201.33
2024,3,"Wake Forest","Ole Miss",65,59,6,"UNDER",TRUE,46,"WIN",10.07,9.15,210.48
2024,3,"Tennessee","Kent State",62.1666666666667,54.1,8.1,"UNDER",TRUE,71,"LOSS",10.52,-10.52,199.96
2024,3,"California","San Diego State",48.8333333333333,44.2,4.6,"UNDER",TRUE,41,"WIN",9.09,8.26,208.22
2024,3,"Pittsburgh","West Virginia",61.1666666666667,57.4,3.7,"UNDER",TRUE,72,"LOSS",7.18,-7.18,201.04
2024,3,"Tulsa","Oklahoma State",62.8333333333333,57.1,5.7,"UNDER",TRUE,55,"WIN",10.05,9.14,210.18
2024,4,"Ole Miss","Georgia Southern",68.5,63.9,4.6,"UNDER",TRUE,65,"WIN",9.37,8.52,218.69
2024,4,"Mississippi State","Florida",58,53.4,4.6,"UNDER",TRUE,73,"LOSS",9.81,-9.81,208.88
2024,4,"Ohio State","Marshall",54.6666666666667,46.7,8,"UNDER",TRUE,63,"LOSS",10.44,-10.44,198.44
2024,4,"Penn State","Kent State",57.6666666666667,53.6,4,"UNDER",TRUE,56,"WIN",7.61,6.92,205.36
2024,5,"Michigan State","Ohio State",48.1666666666667,43.2,5,"UNDER",TRUE,45,"WIN",10.25,9.32,214.67
2024,6,"Arkansas","Tennessee",57.3333333333333,53.6,3.7,"UNDER",TRUE,33,"WIN",7.41,6.74,221.41
2024,6,"Oregon","Michigan State",52.8333333333333,48.8,4,"UNDER",TRUE,41,"WIN",8.48,7.71,229.12
2024,7,"Wake Forest","Clemson",63.1666666666667,59.9,3.3,"UNDER",TRUE,63,"WIN",6.53,5.93,235.05
2024,7,"Texas State","Arkansas State",66.1666666666667,62.5,3.7,"UNDER",TRUE,50,"WIN",8.01,7.28,242.33
2024,7,"Eastern Michigan","Miami (OH)",45.8333333333333,40.5,5.3,"UNDER",TRUE,52,"LOSS",12.12,-12.12,230.21
2024,8,"Southern Miss","Arkansas State",56.6666666666667,53.6,3.1,"UNDER",TRUE,72,"LOSS",6.08,-6.08,224.14
2024,9,"Ohio State","Nebraska",48.6666666666667,44.3,4.4,"UNDER",TRUE,38,"WIN",9.47,8.61,232.74
2024,9,"Pittsburgh","Syracuse",62.5,55.7,6.8,"UNDER",TRUE,54,"WIN",11.64,10.58,243.32
2024,9,"James Madison","Southern Miss",54.1666666666667,51,3.1,"UNDER",TRUE,47,"WIN",6.52,5.93,249.25
2024,10,"New Mexico","Wyoming",60.5,56.8,3.7,"UNDER",TRUE,94,"LOSS",8.38,-8.38,240.87
2024,10,"Eastern Michigan","Toledo",54.5,50,4.5,"UNDER",TRUE,57,"LOSS",10.46,-10.46,230.41
2024,11,"Tennessee","Mississippi State",61.5,57.8,3.7,"UNDER",TRUE,47,"WIN",7.78,7.08,237.48
2024,11,"Wake Forest","California",55,50.7,4.3,"UNDER",TRUE,82,"LOSS",9.74,-9.74,227.74
2024,11,"TCU","Oklahoma State",68.8333333333333,64.6,4.2,"UNDER",TRUE,51,"WIN",9.15,8.32,236.06
2024,12,"California","Syracuse",57.5,48,9.5,"UNDER",TRUE,58,"LOSS",11.8,-11.8,224.26
2024,12,"Iowa State","Cincinnati",52.5,49.2,3.3,"UNDER",TRUE,51,"WIN",6.42,5.84,230.1
2024,12,"Utah State","Hawai'i",61.8333333333333,57.5,4.3,"UNDER",TRUE,65,"LOSS",9.66,-9.66,220.44
2024,12,"Ohio","Eastern Michigan",51.5,45.9,5.6,"UNDER",TRUE,45,"WIN",11.02,10.02,230.45
2024,12,"Tulsa","East Carolina",63.6666666666667,56.8,6.9,"UNDER",TRUE,69,"LOSS",11.52,-11.52,218.93
2024,13,"California","Stanford",53.1666666666667,49.2,4,"UNDER",TRUE,45,"WIN",8.16,7.42,226.35
2024,13,"Miami","Wake Forest",66.6666666666667,61.7,5,"UNDER",TRUE,56,"WIN",11.23,10.21,236.56
2024,13,"North Texas","East Carolina",73.8333333333333,66.7,7.1,"UNDER",TRUE,68,"WIN",11.83,10.75,247.31
2024,14,"Hawai'i","New Mexico",61.1666666666667,58.1,3.1,"UNDER",TRUE,68,"LOSS",6.55,-6.55,240.77
2025,1,"Ole Miss","Georgia State",61.6666666666667,55.6,6.1,"UNDER",TRUE,70,"LOSS",12.04,-12.04,228.73
2025,1,"Maryland","Florida Atlantic",59,54.1,4.9,"UNDER",TRUE,46,"WIN",11.21,10.19,238.92
2025,1,"USC","Missouri State",60,56.9,3.1,"UNDER",TRUE,86,"LOSS",6.45,-6.45,232.47
2025,1,"Western Kentucky","Sam Houston",60.3333333333333,49.1,11.2,"UNDER",TRUE,65,"LOSS",11.62,-11.62,220.85
2025,2,"LSU","Louisiana Tech",49.5,44.8,4.7,"UNDER",TRUE,30,"WIN",10.12,9.2,230.04
2025,2,"Texas","San José State",52.5,47.5,5,"UNDER",TRUE,45,"WIN",11.48,10.43,240.48
2025,2,"Nebraska","Akron",47.5,43.7,3.8,"UNDER",TRUE,68,"LOSS",8.41,-8.41,232.07
2025,2,"Indiana","Kennesaw State",51.5,46.1,5.4,"UNDER",TRUE,65,"LOSS",11.6,-11.6,220.47
2025,3,"Texas","UTEP",52.3333333333333,46.7,5.7,"UNDER",TRUE,37,"WIN",11.02,10.02,230.49
2025,3,"Missouri State","SMU",60.3333333333333,52.7,7.6,"UNDER",TRUE,38,"WIN",11.52,10.48,240.96
2025,3,"Arizona","Kansas State",55.8333333333333,50.5,5.4,"UNDER",TRUE,40,"WIN",12.05,10.95,251.91
2025,3,"Wyoming","Utah",47.3333333333333,42.6,4.7,"UNDER",TRUE,37,"WIN",11.64,10.58,262.49
2025,3,"Coastal Carolina","East Carolina",57.3333333333333,52.4,5,"UNDER",TRUE,38,"WIN",12.98,11.8,274.29
2025,4,"Texas","Sam Houston",51.5,43.9,7.6,"UNDER",TRUE,55,"LOSS",13.71,-13.71,260.58
2025,4,"San Diego State","California",46.6666666666667,43.3,3.4,"UNDER",TRUE,34,"WIN",7.84,7.13,267.71
2025,4,"Kennesaw State","Arkansas State",58,53.5,4.5,"UNDER",TRUE,49,"WIN",11.87,10.79,278.5
2025,5,"Oklahoma State","Baylor",58.6666666666667,55.5,3.2,"UNDER",TRUE,72,"LOSS",7.77,-7.77,270.73
2025,5,"UTEP","Louisiana Tech",48,43.5,4.5,"UNDER",TRUE,41,"WIN",11.77,10.7,281.43
2025,5,"Missouri State","Western Kentucky",59.5,53.8,5.7,"UNDER",TRUE,49,"WIN",14.07,12.79,294.22
2025,5,"Florida Atlantic","Memphis",62.6666666666667,52.9,9.8,"UNDER",TRUE,81,"LOSS",14.71,-14.71,279.51
2025,6,"California","Duke",54.8333333333333,47,7.8,"UNDER",TRUE,66,"LOSS",13.98,-13.98,265.53
2025,6,"Arizona","Oklahoma State",56.5,48.2,8.3,"UNDER",TRUE,54,"WIN",13.28,12.07,277.6
2025,6,"New Mexico State","Sam Houston",52.6666666666667,46.2,6.5,"UNDER",TRUE,47,"WIN",13.88,12.62,290.22
2025,6,"Wyoming","UNLV",51.6666666666667,46.8,4.9,"UNDER",TRUE,48,"WIN",14.09,12.81,303.03
2025,7,"Oklahoma State","Houston",47.6666666666667,41.5,6.1,"UNDER",TRUE,56,"LOSS",15.15,-15.15,287.88
2025,7,"Kennesaw State","Louisiana Tech",46.1666666666667,38.7,7.5,"UNDER",TRUE,42,"WIN",14.39,13.08,300.96
2025,7,"Georgia State","App State",55.5,52.1,3.4,"UNDER",TRUE,61,"LOSS",9.28,-9.28,291.68
2025,8,"South Carolina","Oklahoma",43,37,6,"UNDER",TRUE,33,"WIN",14.58,13.26,304.94
2025,8,"Houston","Arizona",47.3333333333333,44.1,3.3,"UNDER",TRUE,59,"LOSS",8.74,-8.74,296.2
2025,8,"South Florida","Florida Atlantic",72.5,60.4,12.1,"UNDER",TRUE,61,"WIN",14.81,13.46,309.66
2025,9,"South Carolina","Alabama",47.6666666666667,44.6,3.1,"UNDER",TRUE,51,"LOSS",8.29,-8.29,301.37
2025,9,"Virginia Tech","California",50.6666666666667,47.3,3.4,"UNDER",TRUE,76,"LOSS",9.25,-9.25,292.12
2025,9,"Louisiana Tech","Western Kentucky",49.3333333333333,45.3,4,"UNDER",TRUE,55,"LOSS",11.14,-11.14,280.98
2025,9,"Wyoming","Colorado State",46.5,42.8,3.7,"UNDER",TRUE,28,"WIN",9.62,8.74,289.73
2025,10,"Ole Miss","South Carolina",55.8333333333333,49.6,6.2,"UNDER",TRUE,44,"WIN",14.49,13.17,302.89
2025,10,"Kennesaw State","UTEP",53,45.5,7.5,"UNDER",TRUE,53,"WIN",15.14,13.77,316.66
2025,10,"Louisiana Tech","Sam Houston",48,44,4,"UNDER",TRUE,69,"LOSS",12.21,-12.21,304.45
2025,11,"Delaware","Louisiana Tech",56.8333333333333,51,5.9,"UNDER",TRUE,49,"WIN",15.22,13.84,318.29
2025,11,"New Mexico State","Kennesaw State",52.3333333333333,46.6,5.7,"UNDER",TRUE,45,"WIN",15.91,14.47,332.76
2025,11,"South Florida","UTSA",67,60.3,6.7,"UNDER",TRUE,78,"LOSS",16.64,-16.64,316.12
2025,11,"East Carolina","Charlotte",56.5,52.6,3.9,"UNDER",TRUE,70,"LOSS",11.46,-11.46,304.66
2025,12,"Tennessee","New Mexico State",60,56.4,3.6,"UNDER",TRUE,51,"WIN",10.13,9.21,313.87
2025,12,"Boston College","Georgia Tech",61.3333333333333,57.2,4.1,"UNDER",TRUE,70,"LOSS",12.52,-12.52,301.35
2025,12,"Sam Houston","Delaware",56.3333333333333,51.3,5,"UNDER",TRUE,49,"WIN",15.07,13.7,315.05
2025,12,"Jacksonville State","Kennesaw State",56,50.4,5.6,"UNDER",TRUE,61,"LOSS",15.75,-15.75,299.29
2025,12,"James Madison","App State",53.8333333333333,50.3,3.5,"UNDER",TRUE,68,"LOSS",9.48,-9.48,289.81
2025,13,"South Carolina","Coastal Carolina",50,44.9,5.1,"UNDER",TRUE,58,"LOSS",14.49,-14.49,275.32
2025,13,"Houston","TCU",55.8333333333333,49.6,6.2,"UNDER",TRUE,31,"WIN",13.77,12.51,287.84
2025,13,"Kennesaw State","Missouri State",54.3333333333333,48.6,5.8,"UNDER",TRUE,75,"LOSS",14.39,-14.39,273.45
2025,13,"UAB","South Florida",68.6666666666667,64.6,4.1,"UNDER",TRUE,66,"WIN",10.74,9.76,283.21
2025,14,"Baylor","Houston",57,52.8,4.2,"UNDER",TRUE,55,"WIN",11.58,10.52,293.73
2025,14,"Liberty","Kennesaw State",55.5,51.6,3.9,"UNDER",TRUE,90,"LOSS",10.71,-10.71,283.02
2025,14,"South Florida","Rice",57.5,51.1,6.4,"UNDER",TRUE,55,"WIN",14.15,12.86,295.88
2025,15,"Jacksonville State","Kennesaw State",61.5,54.4,7.1,"UNDER",TRUE,34,"WIN",14.79,13.45,309.33
