event_id,player_id,model_prob,finish,outcome,units,odds,payout,profit,sg_last_24
88,27600,0.246,,LOSS,1,+300,0,-1,0.44
88,21880,0.236,,LOSS,1,+300,0,-1,0.57
88,27780,0.225,,WIN,1,+300,4,3,0.43
9,19895,0.48,,LOSS,2,+300,0,-2,1.67
9,15466,0.454,,WIN,2,+300,8,6,1.37
9,14578,0.376,,WIN,2,+300,8,6,1.67
9,14139,0.363,,LOSS,2,+300,0,-2,0.97
9,13562,0.361,,WIN,2,+300,8,6,1.42
9,13900,0.311,,LOSS,1.5,+300,0,-1.5,0.84
9,15470,0.271,,WIN,1.5,+300,6,4.5,1.01
9,7649,0.269,,LOSS,1.5,+300,0,-1.5,0.58
9,12946,0.254,,LOSS,1.5,+300,0,-1.5,0.64
9,23604,0.248,,LOSS,1,+300,0,-1,0.6
9,20770,0.237,,LOSS,1,+300,0,-1,0.48
9,17488,0.236,,WIN,1,+300,4,3,0.33
9,21944,0.235,,LOSS,1,+300,0,-1,0.14
9,5994,0.231,,LOSS,1,+300,0,-1,0.42
9,25157,0.227,,LOSS,1,+300,0,-1,0.15
9,26660,0.223,,LOSS,1,+300,0,-1,0.7
9,17536,0.214,,LOSS,1,+300,0,-1,0.31
9,8605,0.214,,LOSS,1,+300,0,-1,0.29
9,14926,0.213,,LOSS,1,+300,0,-1,0.5
9,10104,0.205,,LOSS,1,+300,0,-1,0.08
9,7961,0.204,,LOSS,1,+300,0,-1,0.22
