player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Scottie Scheffler,25.58,G,125.5,scottie scheffler,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Hideki Matsuyama,25.02,G,82.5,hideki matsuyama,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Sam Burns,23.67,G,96,sam burns,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Tom Kim,22.53,G,83,tom kim,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Justin Thomas,19.52,G,52,justin thomas,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Si Woo Kim,18.66,G,95,si woo kim,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Tommy Fleetwood,17.97,G,80,tommy fleetwood,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Collin Morikawa,17.19,G,51.5,collin morikawa,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Cameron Young,16.44,G,69,cameron young,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Jackson Koivun,16.29,G,66,jackson koivun,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Viktor Hovland,16.26,G,85.5,viktor hovland,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Xander Schauffele,14.88,G,86.5,xander schauffele,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Russell Henley,14.63,G,70.5,russell henley,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Matt Fitzpatrick,14.59,G,73.5,matt fitzpatrick,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Ludvig Åberg,13.4,G,84.5,ludvig aberg,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Patrick Cantlay,13,G,81,patrick cantlay,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Ryan Gerard,12.99,G,66,ryan gerard,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Aaron Rai,12.95,G,47.5,aaron rai,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Alex Fitzpatrick,12.63,G,50,alex fitzpatrick,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Rickie Fowler,12.13,G,67.5,rickie fowler,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Sungjae Im,11.7,G,88.5,sungjae im,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Michael Brennan,11.05,G,59,michael brennan,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Jacob Bridgeman,10.9,G,62,jacob bridgeman,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Rory McIlroy,10.42,G,50.5,rory mcilroy,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Michael Thorbjornsen,10.33,G,68,michael thorbjornsen,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Maverick McNealy,9.45,G,63,maverick mcnealy,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Corey Conners,9.33,G,50.5,corey conners,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Jordan L. Smith,9.11,G,49.5,jordan l smith,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
J.J. Spaun,9.01,G,60.5,jj spaun,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Akshay Bhatia,7.89,G,42.5,akshay bhatia,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Alex Smalley,7.68,G,67,alex smalley,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Chris Gotterup,7.62,G,62.5,chris gotterup,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Robert MacIntyre,7.17,G,1.5,robert macintyre,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Kurt Kitayama,6.8,G,83.5,kurt kitayama,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Bud Cauley,6.62,G,71.5,bud cauley,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Min Woo Lee,6.6,G,53.5,min woo lee,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Sahith Theegala,6.2,G,47.5,sahith theegala,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Wyndham Clark,5.65,G,84.5,wyndham clark,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Adam Scott,5.54,G,73,adam scott,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Ryo Hisatsune,5.5,G,60,ryo hisatsune,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Justin Rose,5.48,G,71,justin rose,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Keith Mitchell,5.46,G,64,keith mitchell,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Alex Noren,5.23,G,90.5,alex noren,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Ben Griffin,5.16,G,54.5,ben griffin,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Shane Lowry,5.06,G,57,shane lowry,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Ryan Fox,4.87,G,55,ryan fox,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Jake Knapp,4.67,G,84.5,jake knapp,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
Jordan Spieth,4.55,G,72,jordan spieth,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
J.T. Poston,4.41,G,72.5,jt poston,golf,golf-dk-2026-08-13-main,193547287,2026-08-18 15:51:10
