player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Hideki Matsuyama,25.8,G,82.5,hideki matsuyama,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Scottie Scheffler,24.74,G,125.5,scottie scheffler,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sam Burns,22.76,G,96,sam burns,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Tom Kim,21.77,G,83,tom kim,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Justin Thomas,18.7,G,52,justin thomas,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Si Woo Kim,18.65,G,95,si woo kim,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Tommy Fleetwood,17.8,G,80,tommy fleetwood,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Collin Morikawa,17.47,G,51.5,collin morikawa,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Cameron Young,17.21,G,69,cameron young,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Jackson Koivun,15.93,G,66,jackson koivun,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Viktor Hovland,15.47,G,85.5,viktor hovland,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Matt Fitzpatrick,14.72,G,73.5,matt fitzpatrick,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Xander Schauffele,14.3,G,86.5,xander schauffele,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Russell Henley,13.87,G,70.5,russell henley,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ryan Gerard,13.15,G,66,ryan gerard,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ludvig Åberg,12.8,G,84.5,ludvig aberg,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Rickie Fowler,12.29,G,67.5,rickie fowler,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Patrick Cantlay,12.28,G,81,patrick cantlay,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Alex Fitzpatrick,11.9,G,50,alex fitzpatrick,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Aaron Rai,11.83,G,47.5,aaron rai,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Rory McIlroy,11.75,G,50.5,rory mcilroy,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Michael Brennan,11.64,G,59,michael brennan,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sungjae Im,11.54,G,88.5,sungjae im,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Michael Thorbjornsen,10.54,G,68,michael thorbjornsen,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Jacob Bridgeman,10.37,G,62,jacob bridgeman,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Maverick McNealy,9.76,G,63,maverick mcnealy,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
J.J. Spaun,8.76,G,60.5,jj spaun,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Chris Gotterup,8.06,G,62.5,chris gotterup,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Corey Conners,8.04,G,50.5,corey conners,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Robert MacIntyre,8.01,G,1.5,robert macintyre,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Jordan L. Smith,7.69,G,49.5,jordan l smith,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Alex Smalley,7.66,G,67,alex smalley,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Akshay Bhatia,7.5,G,42.5,akshay bhatia,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Min Woo Lee,7.3,G,53.5,min woo lee,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Kurt Kitayama,6.9,G,83.5,kurt kitayama,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sahith Theegala,6.89,G,47.5,sahith theegala,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Wyndham Clark,6.17,G,84.5,wyndham clark,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Bud Cauley,6.07,G,71.5,bud cauley,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Adam Scott,5.75,G,73,adam scott,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ryo Hisatsune,5.63,G,60,ryo hisatsune,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Justin Rose,5.62,G,71,justin rose,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ryan Fox,5.54,G,55,ryan fox,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ben Griffin,5.47,G,54.5,ben griffin,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Alex Noren,5.32,G,90.5,alex noren,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Keith Mitchell,5.31,G,64,keith mitchell,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Shane Lowry,5.03,G,57,shane lowry,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
J.T. Poston,4.86,G,72.5,jt poston,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Jordan Spieth,4.69,G,72,jordan spieth,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Eric Cole,4.44,G,41.5,eric cole,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Jake Knapp,4.35,G,84.5,jake knapp,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Ricky Castillo,4.28,G,49.5,ricky castillo,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Michael Kim,4.25,G,44,michael kim,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Gary Woodland,3.93,G,61,gary woodland,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Brian Harman,3.58,G,63.5,brian harman,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Kristoffer Reitan,3.5,G,54.5,kristoffer reitan,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Nicolas Echavarria,3.43,G,74.5,nicolas echavarria,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Harry Hall,3.35,G,66,harry hall,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Nicolai Højgaard,2.87,G,62,nicolai hojgaard,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Matthew McCarty,2.87,G,52.5,matthew mccarty,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Harris English,2.81,G,58,harris english,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sepp Straka,2.26,G,64.5,sepp straka,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Max Homa,1.99,G,72.5,max homa,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Nick Taylor,1.85,G,55,nick taylor,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Matti Schmid,1.57,G,61.5,matti schmid,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sam Stevens,1.5,G,58,sam stevens,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Sudarshan Yellamaraju,1.25,G,61,sudarshan yellamaraju,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Pierceson Coody,1.15,G,79,pierceson coody,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Patrick Rodgers,0.66,G,68,patrick rodgers,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
Aldrich Potgieter,0.61,G,46,aldrich potgieter,golf,golf-dk-2026-08-13-main,193400845,2026-08-18 15:51:05
