player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Dylan Cardwell,59.21,C,33.25,dylan cardwell,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Ryan Nembhard,47.04,PG,40.25,ryan nembhard,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Darryn Peterson,29.72,SG,31.25,darryn peterson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Yaxel Lendeborg,28.93,SF,44,yaxel lendeborg,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Christian Anderson,24.66,PG,9.25,christian anderson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Graham Ike,21.74,PF,25.25,graham ike,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Baba Miller,19.21,F,25.25,baba miller,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Jonas Aidoo,17.87,C,22.75,jonas aidoo,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
AJ Dybantsa,15.65,SF,44.25,aj dybantsa,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Norchad Omier,13.44,UTIL,12.25,norchad omier,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Darius Acuff Jr.,12.17,G,38.75,darius acuff,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Jamir Watkins,10.43,SG,9,jamir watkins,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Noah Penda,10.12,PF,47.25,noah penda,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Ryan Kalkbrenner,9.72,C,32.75,ryan kalkbrenner,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Sergio de Larrea,7.75,SG,28,sergio de larrea,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Julian Reese,7.75,PF,13.5,julian reese,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Colin Castleton,6.96,C,10.25,colin castleton,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Nique Clifford,6.4,SG,23.75,nique clifford,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Tidjane Salaun,6.32,PF,17.25,tidjane salaun,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Cody Williams,5.85,UTIL,34.75,cody williams,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Will Richard,5.45,SG,26.5,will richard,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Izaiyah Nelson,5.06,PF,12.5,izaiyah nelson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Morez Johnson,5.06,PF,51,morez johnson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Jonathan Mogbo,5.06,F,28.25,jonathan mogbo,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Emanuel Sharp,4.35,G,33,emanuel sharp,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Liam McNeeley,4.27,SF,39,liam mcneeley,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Tobi Lawal,3.95,SF,14,tobi lawal,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Cam Christie,3.79,G,25.5,cam christie,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Kadary Richmond,3.79,G,1.25,kadary richmond,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Kobe Sanders,3.16,UTIL,31,kobe sanders,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Keaton Wagler,3.16,G,11,keaton wagler,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Max Abmas,3.08,G,7.75,max abmas,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Hannes Steinbach,3,PF,37.75,hannes steinbach,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Nick Martinelli,2.92,SF,18.75,nick martinelli,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Felix Okpara,2.92,PF,15.5,felix okpara,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Jase Richardson,2.85,SG,29,jase richardson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Tyler Smith,2.69,PF,10.25,tyler smith,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Maxime Raynaud,2.61,C,0,maxime raynaud,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Alex Karaban,2.29,F,4.5,alex karaban,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Ja'Vier Francis,2.29,PF,3.25,javier francis,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Marquel Sutton,2.06,UTIL,18.25,marquel sutton,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Tre Johnson,1.82,PG,31,tre johnson,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
L.J. Cryer,1.74,SG,40,lj cryer,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Malevy Leons,1.58,PF,19.5,malevy leons,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Isaiah Stevens,1.42,PG,10.75,isaiah stevens,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
Norris Agbakoko,1.34,C,0,norris agbakoko,nba,nba-dk-2026-07-09-main,192042961,2026-07-12 21:59:52
