player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Luciano Darderi,35.61,P,69.9,luciano darderi,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Tomas Martin Etcheverry,34.04,P,20.65,tomas martin etcheverry,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Sara Bejlek,33.03,P,80.65,sara bejlek,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Qinwen Zheng,32.53,P,83.2,qinwen zheng,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Petra Marcinko,31.07,P,61,petra marcinko,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Stefanos Tsitsipas,29.95,P,58.45,stefanos tsitsipas,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Alycia Parks,28.1,P,62.5,alycia parks,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Valentin Vacherot,27.93,P,64.7,valentin vacherot,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Clara Burel,26.19,P,82.25,clara burel,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Alejandro Davidovich Fokina,25.01,P,76.75,alejandro davidovich fokina,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Maria Sakkari,24.68,P,81.15,maria sakkari,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Matteo Arnaldi,23.78,P,65.7,matteo arnaldi,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Pablo Carreno Busta,23.56,P,44.35,pablo carreno busta,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Yannick Hanfmann,22.83,P,33.05,yannick hanfmann,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Flavio Cobolli,22.6,P,14.55,flavio cobolli,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Camilo Ugo Carabelli,16.94,P,63.8,camilo ugo carabelli,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Daniel Merida,16.55,P,74.85,daniel merida,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Damir Dzumhur,16.55,P,76.4,damir dzumhur,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Lilli Tagger,16.43,P,8.25,lilli tagger,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Dino Prizmic,13.97,P,37.05,dino prizmic,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Mai Hontama,12.84,P,24.15,mai hontama,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Elsa Jacquemot,12.73,P,1.5,elsa jacquemot,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Juan Carlos Prado Angelo,12.28,P,20.25,juan carlos prado angelo,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Daniel Altmaier,12.28,P,20.2,daniel altmaier,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Alex Molcan,11.89,P,55.4,alex molcan,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Elina Avanesyan,8.75,P,25,elina avanesyan,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Jerome Kym,8.3,P,34.5,jerome kym,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Roman Andres Burruchaga,6.67,P,73.2,roman andres burruchaga,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Marco Trungelliti,4.54,P,20.95,marco trungelliti,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Federico Agustin Gomez,2.19,P,26,federico agustin gomez,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Harriet Dart,2.08,P,4.25,harriet dart,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
Elena Micic,1.07,P,10.9,elena micic,tennis,tennis-dk-2026-07-15-main,192300041,2026-07-20 11:33:21
