player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Rory McIlroy,42.81,G,43.1,rory mcilroy,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Wyndham Clark,42.08,G,47.85,wyndham clark,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Patrick Cantlay,35.24,G,57.4,patrick cantlay,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Collin Morikawa,34.62,G,50.95,collin morikawa,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Scottie Scheffler,34.43,G,49.35,scottie scheffler,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Maverick McNealy,29.72,G,45.35,maverick mcnealy,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Russell Henley,29.3,G,38.9,russell henley,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Chris Gotterup,29.1,G,40.7,chris gotterup,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Gary Woodland,28.96,G,43.8,gary woodland,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Cameron Young,26.77,G,15.75,cameron young,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Sungjae Im,25.62,G,33.05,sungjae im,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Ryo Hisatsune,25.62,G,33.7,ryo hisatsune,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Eric Cole,23.27,G,15.6,eric cole,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Jacob Bridgeman,23.13,G,47.65,jacob bridgeman,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Alex Noren,22.4,G,17.9,alex noren,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Michael Brennan,16.06,G,38.65,michael brennan,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
Robert MacIntyre,14.33,G,61.2,robert macintyre,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
J.J. Spaun,14.16,G,27.45,jj spaun,golf,golf-dk-2026-08-23-main,194237751,2026-08-25 22:25:52
