player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Scottie Scheffler,27.11,G,11.75,scottie scheffler,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Hideki Matsuyama,21.39,G,11.75,hideki matsuyama,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Kurt Kitayama,17.22,G,0,kurt kitayama,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Corey Conners,15.35,G,13.25,corey conners,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Maverick McNealy,15.35,G,0,maverick mcnealy,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Mac Meissner,15.24,G,9,mac meissner,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Jake Knapp,15.06,G,14.2,jake knapp,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Keith Mitchell,14.93,G,4.5,keith mitchell,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Tom Kim,14.32,G,0,tom kim,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Benjamin James,13.9,G,5.75,benjamin james,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Max Homa,13.57,G,4.55,max homa,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Ben Kohles,12.27,G,0,ben kohles,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Jordan L. Smith,12.02,G,9.95,jordan l smith,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Sungjae Im,11.97,G,4.2,sungjae im,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Jackson Suber,11.72,G,0,jackson suber,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Casey Jarvis,11.51,G,0,casey jarvis,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Brian Harman,10.51,G,10.25,brian harman,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Jackson Koivun,9.58,G,0,jackson koivun,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Doug Ghim,9.42,G,0,doug ghim,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Andrew Putnam,9.33,G,3,andrew putnam,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
William Mouw,9.16,G,2.7,william mouw,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Sudarshan Yellamaraju,9.06,G,7.85,sudarshan yellamaraju,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Michael Brennan,9,G,8.75,michael brennan,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Sam Stevens,8.55,G,0,sam stevens,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Lee Hodges,8.12,G,16.25,lee hodges,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Max Greyserman,8.07,G,11.45,max greyserman,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Christiaan Bezuidenhout,7.95,G,0,christiaan bezuidenhout,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Lucas Glover,7.91,G,11.2,lucas glover,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Emiliano Grillo,7.82,G,11.5,emiliano grillo,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Pierceson Coody,7.51,G,0,pierceson coody,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Mackenzie Hughes,7.34,G,11.45,mackenzie hughes,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Michael Kim,6.9,G,0,michael kim,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Tony Finau,6.65,G,0,tony finau,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Zachary Bauchou,6.58,G,5.75,zachary bauchou,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Max McGreevy,6.54,G,0,max mcgreevy,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Johnny Keefer,6.5,G,0,johnny keefer,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Taylor Pendrith,6.29,G,4.2,taylor pendrith,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Taylor Moore,6.19,G,14.85,taylor moore,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Zac Blair,6.17,G,0,zac blair,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Rasmus Neergaard-Petersen,6.16,G,0,rasmus neergaardpetersen,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Rasmus Højgaard,6.1,G,15.7,rasmus hojgaard,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Gary Woodland,6.04,G,0,gary woodland,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Stephan Jaeger,5.81,G,2.7,stephan jaeger,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Beau Hossler,5.51,G,3,beau hossler,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Denny McCarthy,5.2,G,7.25,denny mccarthy,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Ricky Castillo,5.03,G,0,ricky castillo,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Rico Hoey,5.03,G,9.95,rico hoey,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Davis Thompson,4.59,G,0,davis thompson,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Steven Fisk,4.4,G,10.25,steven fisk,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Keita Nakajima,4.17,G,0,keita nakajima,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Matt Kuchar,3.98,G,1.2,matt kuchar,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Aldrich Potgieter,3.67,G,0,aldrich potgieter,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
A.J. Ewart,3.65,G,5.75,aj ewart,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Zecheng Dou,3.52,G,0,zecheng dou,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Kevin Yu,3.5,G,0,kevin yu,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Chris Kirk,3.42,G,5.15,chris kirk,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Kevin Roy,3.4,G,11.5,kevin roy,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
Tom Hoge,3.35,G,0,tom hoge,golf,golf-dk-2026-07-23-main,192575930,2026-07-23 08:52:17
