player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Cameron Young,34.43,G,33.7,cameron young,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Jackson Koivun,19.79,G,29.5,jackson koivun,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Tom Kim,18.29,G,55.15,tom kim,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Sungjae Im,18.08,G,42.65,sungjae im,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Hideki Matsuyama,17.8,G,40.9,hideki matsuyama,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Ben Kohles,16.77,G,44.95,ben kohles,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Aaron Rai,16.38,G,35.3,aaron rai,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Justin Thomas,16.25,G,49,justin thomas,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Ryan Gerard,15.66,G,30.45,ryan gerard,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Mac Meissner,14.74,G,37.4,mac meissner,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Davis Thompson,14.57,G,58.45,davis thompson,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Alex Fitzpatrick,14.36,G,46.95,alex fitzpatrick,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Jordan L. Smith,14.09,G,56.15,jordan l smith,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Ben Griffin,13.32,G,28.95,ben griffin,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Blades Brown,13.19,G,16.3,blades brown,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Bud Cauley,12.79,G,49.2,bud cauley,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Doug Ghim,12.66,G,62.2,doug ghim,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
J.T. Poston,12.22,G,28.9,jt poston,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Harris English,11.81,G,19.05,harris english,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Ryo Hisatsune,11.72,G,11.75,ryo hisatsune,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Keegan Bradley,11.28,G,33,keegan bradley,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Maverick McNealy,10.42,G,42.65,maverick mcnealy,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Michael Brennan,9.12,G,47.1,michael brennan,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Christiaan Bezuidenhout,8.95,G,38.35,christiaan bezuidenhout,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Benjamin James,8.77,G,48,benjamin james,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Brooks Koepka,8.58,G,41.65,brooks koepka,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Michael Kim,8.11,G,28.65,michael kim,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Emiliano Grillo,7.86,G,37.65,emiliano grillo,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Alex Smalley,7.57,G,32.25,alex smalley,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Matt Wallace,7.55,G,22.6,matt wallace,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Zac Blair,7.26,G,38.35,zac blair,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Jackson Suber,7.19,G,41.65,jackson suber,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Ricky Castillo,7.13,G,41.65,ricky castillo,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Keith Mitchell,7.02,G,49.5,keith mitchell,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Brian Harman,6.56,G,36.2,brian harman,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Matthew McCarty,6.42,G,50.9,matthew mccarty,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Rasmus Neergaard-Petersen,6.42,G,36.25,rasmus neergaardpetersen,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Eric Cole,6.25,G,49.45,eric cole,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Denny McCarthy,6.14,G,57.5,denny mccarthy,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Jordan Spieth,5.43,G,28.35,jordan spieth,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Chris Kirk,5.39,G,31.1,chris kirk,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Sahith Theegala,5.28,G,56.7,sahith theegala,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Alex Noren,4.87,G,35.7,alex noren,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Nick Taylor,4.78,G,25.9,nick taylor,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Billy Horschel,4.57,G,50.2,billy horschel,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Beau Hossler,3.88,G,76.25,beau hossler,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Nicolas Echavarria,3.75,G,30.15,nicolas echavarria,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Marco Penge,3.57,G,20.2,marco penge,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Kris Ventura,3.48,G,37,kris ventura,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Rasmus Højgaard,3.12,G,37.45,rasmus hojgaard,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Sam Stevens,3.04,G,23.25,sam stevens,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Rico Hoey,2.92,G,46.95,rico hoey,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Kevin Yu,2.91,G,50.15,kevin yu,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Matti Schmid,2.83,G,53.45,matti schmid,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Lee Hodges,2.81,G,40,lee hodges,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Stephan Jaeger,2.79,G,25.05,stephan jaeger,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Kevin Roy,2.73,G,36.45,kevin roy,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Austin Eckroat,2.68,G,41.65,austin eckroat,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Tony Finau,2.58,G,27.75,tony finau,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Sepp Straka,2.5,G,10.55,sepp straka,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
Pierceson Coody,2.35,G,8.4,pierceson coody,golf,golf-dk-2026-08-06-main,193235736,2026-08-06 16:00:24
