player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Christian Pulisic,52.76,FLEX,6.14,christian pulisic,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Malik Tillman,45.92,FLEX,21.96,malik tillman,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Folarin Balogun,39.02,FLEX,12.6,folarin balogun,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Alex Freeman,37.93,FLEX,7.16,alex freeman,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Kerim Alajbegovic,32.38,FLEX,6.74,kerim alajbegovic,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Weston McKennie,31.6,FLEX,7.42,weston mckennie,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Matt Freese,30.11,FLEX,17.12,matt freese,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Antonee Robinson,26.38,FLEX,9.98,antonee robinson,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Chris Richards,24.89,FLEX,4.82,chris richards,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Sead Kolasinac,24.08,FLEX,2.6,sead kolasinac,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Sergiño Dest,18.87,FLEX,4.48,sergino dest,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Tyler Adams,16.32,FLEX,0.82,tyler adams,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Amar Dedic,15.05,FLEX,5.52,amar dedic,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Tim Ream,14.75,FLEX,6.48,tim ream,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
Nikola Vasilj,12.84,FLEX,-3.6,nikola vasilj,soc,soc-dk-2026-07-02-main,191868526,2026-07-05 16:47:51
