player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Si Woo Kim,44.81,G,80,si woo kim,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Aaron Rai,39.34,G,87,aaron rai,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Patrick Cantlay,34.97,G,89,patrick cantlay,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
J.J. Spaun,30.05,G,113,jj spaun,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Ludvig Aberg,29.51,G,68,ludvig aberg,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Brian Harman,26.78,G,102.5,brian harman,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Bud Cauley,25.68,G,93,bud cauley,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Justin Thomas,23.5,G,95.5,justin thomas,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
J.T. Poston,22.4,G,74,jt poston,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Ryan Gerard,20.22,G,77.5,ryan gerard,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Xander Schauffele,19.67,G,72,xander schauffele,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Tommy Fleetwood,19.13,G,90.5,tommy fleetwood,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Russell Henley,18.03,G,92,russell henley,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Alex Fitzpatrick,16.94,G,106,alex fitzpatrick,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Sam Burns,14.75,G,106.5,sam burns,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Keegan Bradley,10.93,G,97.5,keegan bradley,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Collin Morikawa,10.93,G,124,collin morikawa,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Eric Cole,10.93,G,82,eric cole,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Kurt Kitayama,10.38,G,100.5,kurt kitayama,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Scottie Scheffler,9.84,G,128.5,scottie scheffler,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Min Woo Lee,8.2,G,62,min woo lee,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Ryan Fox,7.65,G,65,ryan fox,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Kristoffer Reitan,7.65,G,91.5,kristoffer reitan,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Shane Lowry,7.1,G,86,shane lowry,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Akshay Bhatia,7.1,G,115,akshay bhatia,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Hideki Matsuyama,7.1,G,104,hideki matsuyama,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Harris English,6.56,G,78,harris english,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Cameron Young,6.56,G,79,cameron young,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Matt Fitzpatrick,6.01,G,121,matt fitzpatrick,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Benjamin James,6.01,G,69,benjamin james,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
Chris Gotterup,5.46,G,89.5,chris gotterup,golf,golf-dk-2026-06-25-main,191595735,2026-07-05 16:47:40
