player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Alex Fitzpatrick,24.61,G,24.5,alex fitzpatrick,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Matt Fitzpatrick,24.55,G,106.5,matt fitzpatrick,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Tommy Fleetwood,23.77,G,77.5,tommy fleetwood,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Tyrrell Hatton,19.39,G,85,tyrrell hatton,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Wyndham Clark,19.16,G,85,wyndham clark,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Nicolai Hojgaard,18.35,G,69,nicolai hojgaard,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Chris Gotterup,17.44,G,79,chris gotterup,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Rory McIlroy,16.61,G,92,rory mcilroy,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Tom Kim,16.22,G,123.5,tom kim,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Ludvig Aberg,16.16,G,29.5,ludvig aberg,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Shane Lowry,15.99,G,29,shane lowry,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Robert MacIntyre,15.32,G,110.5,robert macintyre,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Xander Schauffele,13.98,G,22.5,xander schauffele,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Kristoffer Reitan,13.69,G,24.5,kristoffer reitan,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Aaron Rai,12.45,G,23,aaron rai,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Patrick Reed,11.41,G,80,patrick reed,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Viktor Hovland,11.4,G,79.5,viktor hovland,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Kurt Kitayama,11.11,G,69.5,kurt kitayama,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Justin Thomas,11.06,G,60,justin thomas,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Scottie Scheffler,9.46,G,30,scottie scheffler,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Sahith Theegala,9.33,G,54,sahith theegala,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Min Woo Lee,8.41,G,116,min woo lee,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Corey Conners,8.14,G,58,corey conners,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Adam Scott,8.06,G,55.5,adam scott,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Oliver Lindell,8,G,63,oliver lindell,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Si Woo Kim,7.95,G,90,si woo kim,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Marco Penge,7.83,G,30,marco penge,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Jake Knapp,7.15,G,24,jake knapp,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Jon Rahm,6.76,G,69,jon rahm,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Brian Harman,6.51,G,67.5,brian harman,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Eugenio Lopez-Chacarra,6.29,G,58.5,eugenio lopezchacarra,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Doug Ghim,6.16,G,31.5,doug ghim,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Eric Cole,6.15,G,47,eric cole,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Patrick Cantlay,5.97,G,31,patrick cantlay,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Ryan Gerard,5.7,G,71.5,ryan gerard,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Victor Perez,5.63,G,83.5,victor perez,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Jesper Svensson,5.58,G,60.5,jesper svensson,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Bud Cauley,5.32,G,14,bud cauley,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
David Puig,4.89,G,36,david puig,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Harris English,4.79,G,25.5,harris english,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
J.J. Spaun,4.78,G,66,jj spaun,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Ryan Fox,4.6,G,77.5,ryan fox,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Brooks Koepka,4.54,G,32,brooks koepka,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
Michael Brennan,4.37,G,63.5,michael brennan,golf,golf-dk-2026-07-09-main,191958120,2026-07-12 21:59:45
