player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Cameron Young,38.4,G,35.4,cameron young,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Michael Brennan,32.33,G,27.35,michael brennan,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Rickie Fowler,30.27,G,35.4,rickie fowler,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Xander Schauffele,24.56,G,59.2,xander schauffele,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Rasmus Højgaard,24.37,G,47.85,rasmus hojgaard,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Chris Kirk,23.97,G,37.55,chris kirk,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Michael Kim,21.99,G,39.65,michael kim,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Si Woo Kim,20.57,G,16.2,si woo kim,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Davis Riley,20.26,G,39.8,davis riley,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Michael Thorbjornsen,19.65,G,74.75,michael thorbjornsen,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Patrick Cantlay,18.5,G,43.9,patrick cantlay,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Ryan Gerard,16.76,G,47.2,ryan gerard,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Russell Henley,16.47,G,39.05,russell henley,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Benjamin James,15.81,G,22.15,benjamin james,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Kris Ventura,15.43,G,44.45,kris ventura,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Matt Wallace,15.31,G,52.8,matt wallace,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Jackson Koivun,15.24,G,36.05,jackson koivun,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Kevin Yu,11.2,G,26.6,kevin yu,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
Mac Meissner,9.74,G,45.15,mac meissner,golf,golf-dk-2026-08-02-main,193066375,2026-08-03 23:21:28
