player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Awak Kuier,33.38,F,39.5,awak kuier,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Alanna Smith,30.01,F,0.75,alanna smith,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Caitlin Clark,28.05,G,26.5,caitlin clark,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Paige Bueckers,15.85,G,26.5,paige bueckers,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Makayla Timpson,15.15,F,24.5,makayla timpson,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Aliyah Boston,10.94,F,23,aliyah boston,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Jessica Shepard,9.82,F,40.25,jessica shepard,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Kelsey Mitchell,7.99,G,38.75,kelsey mitchell,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Maddy Siegrist,7.85,F,4.5,maddy siegrist,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Alysha Clark,7.29,F,8.5,alysha clark,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Arike Ogunbowale,6.31,G,32,arike ogunbowale,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Monique Billings,3.23,F,8.75,monique billings,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Sophie Cunningham,2.24,G,0,sophie cunningham,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Tyasha Harris,1.4,UTIL,1.5,tyasha harris,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Lexie Hull,1.26,G,10.25,lexie hull,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Odyssey Sims,1.12,G,7.5,odyssey sims,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Myisha Hines-Allen,0.98,F,0,myisha hinesallen,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Raven Johnson,0.28,UTIL,0,raven johnson,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Sug Sutton,0.28,UTIL,1.5,sug sutton,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
Mercedes Russell,0.14,F,0,mercedes russell,wnba,wnba-dk-2026-08-21-main,194118171,2026-08-20 20:58:23
