player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Wyndham Clark,24.66,G,25.6,wyndham clark,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Chris Gotterup,24.05,G,42.4,chris gotterup,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Cameron Young,22.39,G,32.2,cameron young,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Si Woo Kim,21.92,G,34.1,si woo kim,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jackson Koivun,19.85,G,34.1,jackson koivun,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Xander Schauffele,18.79,G,44.95,xander schauffele,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jake Knapp,18.54,G,37.85,jake knapp,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Akshay Bhatia,15.74,G,36.45,akshay bhatia,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Ryan Gerard,15.37,G,66.75,ryan gerard,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Hideki Matsuyama,14.75,G,40.7,hideki matsuyama,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Ben Griffin,13.51,G,38.35,ben griffin,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Patrick Cantlay,12.95,G,52.95,patrick cantlay,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jacob Bridgeman,12.8,G,33.45,jacob bridgeman,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
J.J. Spaun,12.55,G,40.7,jj spaun,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Russell Henley,12.33,G,41.65,russell henley,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Rickie Fowler,12.21,G,63.7,rickie fowler,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Davis Thompson,11.81,G,42.6,davis thompson,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Michael Thorbjornsen,11.79,G,34.1,michael thorbjornsen,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Keegan Bradley,11.62,G,49.2,keegan bradley,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Ben Kohles,11.32,G,33.65,ben kohles,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jackson Suber,11.27,G,38.95,jackson suber,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Eric Cole,10.97,G,41.65,eric cole,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Ryo Hisatsune,10.51,G,44.95,ryo hisatsune,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Nicolai Højgaard,10.36,G,41.95,nicolai hojgaard,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Sungjae Im,9.37,G,41.65,sungjae im,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Michael Brennan,8.86,G,56.4,michael brennan,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Michael Kim,8.53,G,49.2,michael kim,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Rasmus Neergaard-Petersen,7.69,G,25.65,rasmus neergaardpetersen,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Corey Conners,7.2,G,47.6,corey conners,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Benjamin James,7.12,G,41.7,benjamin james,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Aldrich Potgieter,6.53,G,16.95,aldrich potgieter,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Emiliano Grillo,6.38,G,44.95,emiliano grillo,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jordan L. Smith,6.34,G,44.95,jordan l smith,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Mac Meissner,5.58,G,25.9,mac meissner,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Zac Blair,5.32,G,33.15,zac blair,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Christiaan Bezuidenhout,5.28,G,38.35,christiaan bezuidenhout,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Max Greyserman,5.13,G,40.8,max greyserman,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Johnny Keefer,5.03,G,50.9,johnny keefer,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Doug Ghim,4.89,G,49.2,doug ghim,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Kevin Yu,4.86,G,46.9,kevin yu,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Pierceson Coody,4.68,G,29.85,pierceson coody,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Harris English,4.64,G,38.25,harris english,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Denny McCarthy,4.47,G,33.15,denny mccarthy,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Tony Finau,4.39,G,38.35,tony finau,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Chandler Phillips,4.12,G,22.3,chandler phillips,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Nick Taylor,4,G,32.2,nick taylor,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Stephan Jaeger,3.94,G,53.25,stephan jaeger,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Marco Penge,3.94,G,28.1,marco penge,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jordan Spieth,3.92,G,39.2,jordan spieth,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Andrew Novak,3.82,G,27.75,andrew novak,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
William Mouw,3.77,G,26.55,william mouw,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Matt Wallace,3.41,G,42.6,matt wallace,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Chris Kirk,3.38,G,55.15,chris kirk,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Sam Stevens,3.26,G,38.4,sam stevens,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Matti Schmid,3.13,G,35.25,matti schmid,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Taylor Moore,3.1,G,0,taylor moore,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Seamus Power,2.99,G,25.4,seamus power,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Ricky Castillo,2.93,G,44.95,ricky castillo,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Rasmus Højgaard,2.88,G,25.35,rasmus hojgaard,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Jesper Svensson,2.66,G,13.6,jesper svensson,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
Zecheng Dou,2.52,G,31.95,zecheng dou,golf,golf-dk-2026-07-30-main,192879098,2026-07-30 16:59:00
