player_name,pct_drafted,dk_position,fpts,norm,sport,slate_id,contest_id,captured_ts
Chris Gotterup,27.14,G,44.95,chris gotterup,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Matt Fitzpatrick,26.93,G,44.95,matt fitzpatrick,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Rory McIlroy,25.48,G,18.05,rory mcilroy,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Tom Kim,22.75,G,36.45,tom kim,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Robert MacIntyre,22.5,G,53.25,robert macintyre,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Min Woo Lee,21.2,G,50.9,min woo lee,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Nicolai Hojgaard,21.18,G,29.85,nicolai hojgaard,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Viktor Hovland,20.95,G,34.1,viktor hovland,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Tommy Fleetwood,20.26,G,45.9,tommy fleetwood,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Jon Rahm,19.87,G,38.4,jon rahm,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Tyrrell Hatton,19.55,G,40.7,tyrrell hatton,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Wyndham Clark,19.42,G,49,wyndham clark,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Si Woo Kim,16.69,G,44.95,si woo kim,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Patrick Reed,16.13,G,37.4,patrick reed,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Justin Thomas,14.71,G,32.2,justin thomas,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Kurt Kitayama,13.57,G,26.55,kurt kitayama,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Adam Scott,13.45,G,13.6,adam scott,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Victor Perez,12.39,G,28.9,victor perez,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
Jordan L. Smith,11.11,G,23.5,jordan l smith,golf,golf-dk-2026-07-11-main,192157835,2026-07-12 22:00:01
